"Time";"Gx";"Gy";"Gz";"Ax";"Ay";"Az";"ts"
"2020-08-21T22:49:44.080";22.2168;-13.6261;-12.66479;0.08899;-0.13013;1.03406;34628
"2020-08-21T22:49:44.089";22.15576;-5.95093;-12.31384;0.11169;-0.13647;1.03967;34637
"2020-08-21T22:49:44.107";22.15576;-5.95093;-12.31384;0.11169;-0.13647;1.03967;34646
"2020-08-21T22:49:44.109";22.56775;3.75366;-11.56616;0.13477;-0.14014;1.047;34654
"2020-08-21T22:49:44.124";23.30017;15.42664;-10.29968;0.16931;-0.12305;1.05396;34666
"2020-08-21T22:49:44.128";23.57483;28.64075;-8.95691;0.16931;-0.12305;1.05396;34675
"2020-08-21T22:49:44.136";22.97974;42.78564;-7.56836;0.17651;-0.11633;1.05872;34684
"2020-08-21T22:49:44.143";21.68274;57.15942;-6.37817;0.17603;-0.11108;1.05762;34692
"2020-08-21T22:49:44.156";20.26367;71.28906;-5.40161;0.17444;-0.11133;1.05847;34704
"2020-08-21T22:49:44.165";18.93616;84.76257;-4.60815;0.16833;-0.11218;1.06335;34713
"2020-08-21T22:49:44.173";17.47131;97.73254;-4.31824;0.16077;-0.10498;1.07642;34722
"2020-08-21T22:49:44.183";15.625;110.01587;-4.53186;0.15405;-0.09619;1.10107;34731
"2020-08-21T22:49:44.205";9.21631;130.2948;-6.073;0.10669;-0.07324;1.15247;34752
"2020-08-21T22:49:44.213";4.79126;136.45935;-7.8125;0.07104;-0.07239;1.15491;34761
"2020-08-21T22:49:44.221";0.54932;139.37378;-9.91821;0.04114;-0.07751;1.16772;34769
"2020-08-21T22:49:44.232";-3.06702;139.43481;-12.23755;0.01648;-0.08508;1.17175;34781
"2020-08-21T22:49:44.241";-5.85937;137.42065;-14.55688;0.00037;-0.09888;1.15344;34789
"2020-08-21T22:49:44.250";-7.20215;133.68225;-16.73889;-0.01599;-0.12048;1.1394;34798
"2020-08-21T22:49:44.259";-7.20215;133.68225;-16.73889;-0.01599;-0.12048;1.1394;34807
"2020-08-21T22:49:44.272";-6.53076;128.34167;-18.75305;-0.05994;-0.16016;1.13464;34818
"2020-08-21T22:49:44.280";-3.58582;121.32263;-20.27893;-0.05994;-0.16016;1.13464;34827
