"Time","Gx","Gy","Gz","Ax","Ay","Az","ts"
1598551331653,-54.04663,-32.0282,4.18091,-1.04907,0.08093,0.01147,17311033,unknown
1598551331668,-54.84009,-24.32251,1.89209,-1.10449,0.08569,0.00928,17311048,unknown
1598551331683,-56.57959,-18.03589,1.25122,-1.14661,0.11511,0.01184,17311064,unknown
1598551331699,-57.67822,2.19727,3.69263,-1.16394,0.14771,0.01941,17311079,unknown
1598551331717,-50.6897,30.38025,7.26318,-1.17285,0.1969,0.03796,17311094,unknown
1598551331731,-45.3949,44.43359,8.60596,-1.16101,0.20178,0.05029,17311111,unknown
1598551331748,-34.89685,66.58936,9.78088,-1.11292,0.20581,0.07605,17311126,unknown
1598551331762,-29.83093,72.8302,9.84192,-1.08899,0.21533,0.08398,17311142,unknown
1598551331777,-17.27295,77.72827,9.79614,-1.0509,0.23682,0.09692,17311157,unknown
1598551331792,-10.42175,79.05579,9.70459,-1.00671,0.21533,0.09766,17311172,unknown
1598551331808,1.60217,79.14734,7.96509,-0.96399,0.21277,0.10352,17311188,unknown
1598551331824,13.15308,69.48853,4.01306,-0.84998,0.2002,0.10376,17311204,unknown
1598551331839,18.35632,61.09619,2.22778,-0.79248,0.18506,0.10095,17311219,unknown
1598551331855,25.19226,40.32898,-0.64087,-0.69775,0.14551,0.08472,17311234,unknown
1598551331870,26.7334,28.76282,-1.58691,-0.6731,0.12415,0.07666,17311249,unknown
1598551331885,26.26038,6.5918,-2.65503,-0.6377,0.08679,0.05688,17311265,unknown
1598551331900,24.70398,-3.44849,-3.54004,-0.58936,0.06567,0.0437,17311280,unknown
1598551331915,21.24023,-22.58301,-5.78308,-0.56531,0.06201,0.03662,17311295,unknown
1598551331930,19.83643,-31.99768,-6.97327,-0.52661,0.06018,0.02405,17311310,unknown
1598551331947,18.56995,-51.16272,-9.47571,-0.51575,0.0603,0.0199,17311325,unknown
1598551331960,19.59229,-70.48035,-11.8866,-0.50269,0.05127,0.01685,17311340,unknown
1598551331978,20.01953,-80.03235,-13.35144,-0.49487,0.04028,0.00964,17311355,unknown
1598551331990,20.27893,-99.02954,-16.63208,-0.4856,0.02441,0.00586,17311370,unknown
1598551332006,19.83643,-108.53577,-18.17322,-0.4939,0.0155,0.00415,17311386,unknown
1598551332021,17.3645,-126.96838,-21.07239,-0.5177,0.00793,0.00488,17311401,unknown
1598551332037,15.51819,-135.91003,-22.29309,-0.53699,0.00793,0.00378,17311416,unknown
1598551332051,11.93237,-150.92468,-24.12415,-0.59094,0.01587,0.00378,17311431,unknown
1598551332066,10.43701,-157.13501,-24.84131,-0.62756,0.02502,0.00256,17311446,unknown
1598551332081,7.78198,-165.83252,-25.93994,-0.70764,0.03613,-0.00146,17311461,unknown
1598551332096,6.39343,-167.49573,-26.67236,-0.75684,0.04053,-0.00012,17311476,unknown
1598551332115,4.40979,-163.13171,-28.57971,-0.82996,0.03479,-0.00818,17311491,unknown
1598551332127,3.58582,-157.59277,-29.58679,-0.948,0.03357,-0.01917,17311507,unknown
1598551332142,0.47302,-140.09094,-29.09851,-1.03418,0.04822,-0.02356,17311522,unknown
1598551332157,-1.06812,-128.20435,-28.16772,-1.17505,0.07983,-0.03357,17311537,unknown
1598551332172,-2.79236,-100.20447,-24.71924,-1.21423,0.09082,-0.03601,17311552,unknown
1598551332187,-3.05176,-70.17517,-16.35742,-1.27356,0.10547,-0.04871,17311567,unknown
1598551332202,-3.46375,-54.79431,-10.11658,-1.28955,0.10388,-0.05371,17311582,unknown
1598551332218,-4.18091,-24.84131,3.93677,-1.32019,0.10181,-0.06433,17311597,unknown
1598551332233,-4.69971,-11.64246,10.23865,-1.32068,0.10522,-0.06006,17311613,unknown
1598551332248,-7.12585,7.49207,19.11926,-1.36072,0.12854,-0.05298,17311628,unknown
1598551332263,-9.50623,13.58032,21.48438,-1.39673,0.14905,-0.0509,17311643,unknown
1598551332278,-14.75525,20.69092,20.85876,-1.45581,0.19141,-0.05298,17311658,unknown
1598551332293,-16.17432,23.4375,17.56287,-1.49182,0.21375,-0.04968,17311673,unknown
1598551332308,-13.68713,31.38733,11.97815,-1.57153,0.25732,-0.04736,17311688,unknown
1598551332324,-9.73511,37.13989,11.12366,-1.65881,0.30896,-0.04822,17311703,unknown
1598551332339,2.83813,55.28259,12.11548,-1.71033,0.32727,-0.04456,17311719,unknown
1598551332354,22.06421,84.74731,12.71057,-1.83606,0.3418,-0.03711,17311734,unknown
1598551332370,32.92847,103.77502,12.17651,-1.90112,0.3468,-0.02588,17311749,unknown
1598551332385,55.48096,148.97156,8.89587,-1.98828,0.35168,0.01306,17311765,unknown
1598551332400,66.68091,173.03467,6.02722,-1.99609,0.34448,0.03564,17311780,unknown
1598551332416,86.95984,217.49878,-2.68555,-1.99255,0.31384,0.08728,17311796,unknown
1598551332439,94.63501,236.74011,-6.95801,-2.00427,0.29492,0.11707,17311811,unknown
1598551332447,103.21045,268.24951,-12.146,-2.02991,0.26477,0.15967,17311827,unknown
1598551332465,104.58374,280.13611,-12.86316,-2.04932,0.23267,0.19067,17311842,unknown
1598551332477,102.70691,298.53821,-11.47461,-2.04736,0.21924,0.20386,17311857,unknown
1598551332493,97.70203,314.94141,-7.43103,-2.02197,0.20996,0.23035,17311873,unknown
1598551332508,95.18433,322.14355,-5.09644,-1.99048,0.20923,0.245,17311888,unknown
1598551332524,88.79089,331.26831,1.14441,-1.90601,0.1803,0.25977,17311903,unknown
1598551332546,84.04541,332.59583,4.80652,-1.78296,0.12024,0.25415,17311920,unknown
1598551332557,69.90051,327.88086,11.84082,-1.70715,0.09473,0.24402,17311935,unknown
1598551332571,51.36108,314.66675,14.78577,-1.5675,0.07678,0.22058,17311951,unknown
1598551332586,42.41943,306.18286,12.78687,-1.48474,0.09692,0.20911,17311966,unknown
1598551332602,29.35791,286.69739,8.98743,-1.34082,0.1377,0.18701,17311981,unknown
1598551332617,25.46692,277.1759,9.50623,-1.28198,0.15588,0.17871,17311997,unknown
1598551332633,22.35413,262.68005,12.49695,-1.20178,0.16589,0.16504,17312012,unknown
1598551332648,22.03369,258.08716,14.25171,-1.16089,0.16541,0.16748,17312028,unknown
1598551332664,22.81189,248.97766,16.70837,-1.10767,0.17603,0.17029,17312043,unknown
1598551332679,23.92578,244.56787,17.07458,-1.04724,0.1687,0.17175,17312059,unknown
1598551332696,24.9939,235.9314,17.85278,-0.99133,0.16125,0.1687,17312074,unknown
1598551332710,26.13831,222.19849,21.33179,-0.85706,0.14185,0.16125,17312090,unknown
1598551332725,26.9165,211.25793,22.6593,-0.76538,0.1394,0.15332,17312105,unknown
1598551332741,30.38025,177.6123,21.20972,-0.6062,0.12219,0.12671,17312121,unknown
1598551332757,31.66199,157.07397,18.85986,-0.45593,0.0907,0.09338,17312137,unknown
1598551332773,31.99768,110.51941,12.23755,-0.38098,0.07349,0.0824,17312152,unknown
1598551332788,28.68652,53.2074,5.9967,-0.27576,0.06433,0.05408,17312167,unknown
1598551332803,26.70288,20.84351,3.57056,-0.26953,0.0719,0.05054,17312183,unknown
1598551332818,24.07837,-46.40198,0.76294,-0.31848,0.08215,0.05798,17312198,unknown
1598551332834,22.58301,-80.44434,-0.71716,-0.35583,0.07141,0.06458,17312214,swing up
1598551332850,12.96997,-150.66528,-5.14221,-0.42358,-0.01086,0.09094,17312229,swing up
1598551332865,1.66321,-189.59045,-7.72095,-0.56909,-0.11389,0.15674,17312245,swing up
1598551332882,-38.48267,-276.10779,-13.19885,-0.73254,-0.12524,0.20337,17312260,swing up
1598551332897,-88.88245,-353.80554,-23.28491,-1.21069,-0.06982,0.30896,17312276,swing up
1598551332912,-113.15918,-383.69751,-29.60205,-1.45728,-0.02625,0.36182,17312291,swing up
1598551332927,-156.11267,-429.62646,-41.41235,-1.94922,0.12439,0.46167,17312307,swing up
1598551332942,-172.34802,-448.68469,-46.49353,-2.25134,0.22449,0.5094,17312322,swing up
1598551332959,-191.94031,-472.32056,-51.84937,-2.9574,0.40796,0.55896,17312338,swing up
1598551332973,-195.23621,-473.06824,-49.81995,-3.62097,0.59717,0.55615,17312353,swing up
1598551332990,-187.63733,-435.63843,-36.77368,-3.76697,0.68604,0.48157,17312368,swing up
1598551333004,-177.26135,-405.18188,-27.70996,-3.78748,0.82007,0.3512,17312384,swing up
1598551333019,-147.04895,-342.69714,-8.71277,-3.72131,0.84375,0.29846,17312399,swing up
1598551333035,-108.97827,-285.75134,-2.63977,-3.53857,0.80469,0.22205,17312415,swing up
1598551333051,-90.63721,-265.25879,-7.15637,-3.41858,0.74683,0.20105,17312431,swing up
1598551333067,-65.33813,-248.7793,-25.80261,-3.11169,0.59814,0.19202,17312446,swing up
1598551333082,-60.37903,-255.11169,-36.23962,-2.86365,0.52136,0.21143,17312462,swing up
1598551333097,-59.49402,-289.45923,-54.45862,-2.79834,0.50256,0.23413,17312477,swing up
1598551333113,-59.34143,-326.37024,-64.86511,-2.6969,0.47314,0.26465,17312493,swing up
1598551333128,-58.05969,-343.50586,-66.95557,-2.63843,0.45337,0.27478,17312508,swing up
1598551333144,-54.50439,-375.19836,-65.44495,-2.50037,0.41028,0.29529,17312523,swing up
1598551333161,-52.23083,-388.6261,-62.88147,-2.46997,0.39417,0.30017,17312539,swing up
1598551333176,-47.69897,-404.75464,-52.07825,-2.41797,0.35486,0.29065,17312554,swing up
1598551333190,-47.40906,-406.98242,-44.41833,-2.28113,0.28748,0.25903,17312570,swing up
1598551333205,-51.10168,-403.53394,-30.2124,-2.20374,0.27625,0.23755,17312585,swing up
1598551333221,-51.9104,-388.65662,-19.89746,-2.02039,0.26929,0.19263,17312601,swing up
1598551333237,-50.354,-378.76892,-17.04407,-1.92395,0.26025,0.16675,17312616,swing up
1598551333253,-44.7998,-354.599,-13.91602,-1.72974,0.22595,0.11157,17312633,swing up
1598551333271,-42.00745,-340.0116,-13.06152,-1.62561,0.19495,0.0791,17312648,swing up
1598551333284,-40.20691,-309.35669,-13.51929,-1.42749,0.12695,0.01599,17312664,swing up
1598551333299,-41.09192,-294.40308,-14.03809,-1.22583,0.09521,-0.04614,17312679,swing up
1598551333314,-42.12952,-265.19775,-17.83752,-1.1283,0.09399,-0.07825,17312694,swing up
1598551333330,-37.04834,-232.40662,-25.34485,-0.87573,0.09119,-0.13525,17312710,swing up
1598551333346,-32.2876,-215.39307,-27.89307,-0.78333,0.0752,-0.1571,17312725,swing up
1598551333361,-25.10071,-182.67822,-28.7323,-0.64685,0.05261,-0.18726,17312741,swing up
1598551333377,-22.64404,-168.71643,-27.86255,-0.54224,0.04773,-0.20435,17312757,swing up
1598551333394,-17.41028,-144.80591,-24.45984,-0.49695,0.03503,-0.21118,17312772,swing up
1598551333408,-15.42664,-121.0022,-21.08765,-0.4104,0.01025,-0.21985,17312788,swing up
1598551333424,-14.77051,-108.50525,-19.08875,-0.34326,0.01184,-0.22473,17312803,swing up
1598551333440,-11.41357,-87.20398,-16.35742,-0.19226,0.00623,-0.21765,17312819,swing up
1598551333455,-9.30786,-79.55933,-14.48059,-0.1217,0.00122,-0.21216,17312835,swing up
1598551333470,-5.9967,-69.10706,-9.35364,-0.02417,-0.03162,-0.20642,17312850,swing up
1598551333488,-5.82886,-64.48364,-6.3324,0.05371,-0.06213,-0.20581,17312866,swing up
1598551333502,-7.65991,-55.45044,0.33569,0.08508,-0.06995,-0.20642,17312881,swing up
1598551333517,-9.21631,-45.62378,5.18799,0.16479,-0.06775,-0.19568,17312896,swing up
1598551333532,-8.81958,-41.00037,6.36292,0.19763,-0.06812,-0.19043,17312912,swing up
1598551333555,-5.90515,-33.88977,8.14819,0.25269,-0.07764,-0.18127,17312927,swing up
1598551333564,-4.31824,-30.82275,9.07898,0.29248,-0.08118,-0.1748,17312944,swing up
1598551333579,-0.42725,-24.1394,10.66589,0.30859,-0.08203,-0.17334,17312959,swing up
1598551333595,3.98254,-15.85388,11.91711,0.30554,-0.09045,-0.17627,17312975,swing up
1598551333610,5.84412,-10.75745,12.31384,0.30103,-0.09583,-0.17505,17312990,swing down
1598551333627,9.07898,1.00708,13.47351,0.29224,-0.10071,-0.17407,17313006,swing down
1598551333641,11.01685,7.15637,14.19067,0.27881,-0.1062,-0.17407,17313021,swing down
1598551333657,14.23645,21.83533,14.328,0.24097,-0.1095,-0.17004,17313036,swing down
1598551333672,16.00647,29.46472,13.56506,0.22107,-0.11328,-0.16443,17313052,swing down
1598551333688,18.9209,45.3186,11.50513,0.17725,-0.11646,-0.1488,17313067,swing down
1598551333703,20.75195,61.47766,9.65881,0.11938,-0.11584,-0.1344,17313083,swing down
1598551333719,21.01135,69.91577,8.65173,0.08899,-0.11035,-0.12097,17313098,swing down
1598551333734,22.00317,86.7157,6.68335,0.02625,-0.0979,-0.10425,17313114,swing down
1598551333752,22.97974,94.61975,5.66101,-0.01172,-0.08716,-0.09375,17313129,swing down
1598551333765,26.38245,109.66492,3.08228,-0.09521,-0.06909,-0.07507,17313145,swing down
1598551333781,28.18298,116.69922,1.57166,-0.17407,-0.05945,-0.04956,17313161,swing down
1598551333796,30.74646,129.94385,-1.31226,-0.21826,-0.05615,-0.04333,17313176,swing down
1598551333812,31.15845,142.68494,-3.38745,-0.32812,-0.04309,-0.01953,17313191,swing down
1598551333827,31.5094,148.89526,-4.05884,-0.3999,-0.03003,-0.01111,17313207,swing down
1598551333842,34.22546,161.33118,-5.58472,-0.57104,0.00342,0.0011,17313222,swing down
1598551333860,36.04126,168.64014,-6.34766,-0.66492,0.01099,0.01563,17313238,swing down
1598551333874,38.63525,186.96594,-8.68225,-0.8866,0.03369,0.0376,17313253,swing down
1598551333889,39.38293,198.04382,-9.12476,-1.14856,0.05383,0.06909,17313269,swing down
1598551333906,38.48267,223.05298,-8.10242,-1.28796,0.07043,0.08557,17313284,swing down
1598551333920,38.33008,253.70789,-6.37817,-1.51147,0.12427,0.12878,17313300,swing down
1598551333935,39.35242,270.69092,-6.08826,-1.58008,0.16357,0.15527,17313315,swing down
1598551333951,45.21179,302.21558,-3.08228,-1.68567,0.23193,0.20776,17313331,swing down
1598551333967,48.62976,315.58228,0.50354,-1.75745,0.26367,0.23633,17313346,swing down
1598551333982,58.47168,334.79309,8.83484,-1.9353,0.3031,0.28333,17313362,swing down
1598551333997,63.55286,340.62195,11.48987,-2.11035,0.3158,0.31323,17313377,swing down
1598551334013,71.56372,343.4906,12.64954,-2.18738,0.31763,0.32202,17313392,swing down
1598551334028,74.21875,341.27808,12.00867,-2.30066,0.30518,0.3147,17313408,swing down
1598551334043,74.06616,330.52063,11.12366,-2.35449,0.30591,0.30469,17313423,swing down
1598551334059,68.35938,312.92725,9.41467,-2.48376,0.31995,0.27917,17313439,swing down
1598551334075,64.81934,302.73437,6.97327,-2.54895,0.32703,0.26294,17313455,swing down
1598551334091,58.09021,283.82874,-1.49536,-2.73523,0.32788,0.22864,17313470,swing down
1598551334106,53.87878,278.18298,-6.37817,-3.05237,0.34021,0.2157,17313486,swing down
1598551334121,43.22815,278.12195,-16.69312,-3.21924,0.36951,0.21887,17313501,swing down
1598551334137,32.95898,292.55676,-23.62061,-3.44739,0.44946,0.24402,17313517,swing down
1598551334152,29.44946,305.63354,-22.61353,-3.53528,0.46362,0.26831,17313532,swing down
1598551334168,21.59119,341.87317,-7.94983,-3.65149,0.44409,0.32898,17313547,swing down
1598551334183,15.76233,362.01477,5.78308,-3.65381,0.42371,0.36499,17313563,swing down
1598551334200,3.32642,392.31873,35.17151,-3.53943,0.38733,0.43494,17313578,swing down
1598551334214,-3.05176,399.23096,47.11914,-3.37354,0.35266,0.46411,17313594,swing down
1598551334229,-16.98303,399.87183,65.99426,-3.30005,0.33557,0.47461,17313609,swing down
1598551334245,-29.5105,386.13892,72.93701,-3.07983,0.35889,0.45166,17313625,swing down
1598551334262,-30.83801,374.4812,71.6095,-2.92822,0.42334,0.43311,17313640,swing down
1598551334277,-14.17542,341.88843,62.71362,-2.60693,0.5791,0.3772,17313657,swing down
1598551334292,2.92969,323.71521,56.6864,-2.48743,0.63379,0.35107,17313672,swing down
1598551334308,49.68262,291.16821,50.65918,-2.42114,0.78174,0.33667,17313688,swing down
1598551334323,81.69556,280.79224,58.25806,-2.47607,0.76782,0.37,17313703,swing down
1598551334338,149.30725,281.67725,87.9364,-2.53052,0.69861,0.4043,17313718,swing down
1598551334355,202.88086,313.11035,105.01099,-2.56885,0.57349,0.50879,17313734,swing down
1598551334374,222.90039,335.11353,102.92053,-2.45715,0.50159,0.55334,17313749,swing down
1598551334386,241.34827,361.67908,77.10266,-1.99536,0.21765,0.56714,17313765,swing down
1598551334401,233.1543,362.99133,56.64063,-1.71423,0.06433,0.5249,17313780,swing down
1598551334417,186.37085,344.90967,14.43481,-1.19128,-0.14868,0.40662,17313796,swing down
1598551334436,153.10669,325.82092,-4.74548,-0.76428,-0.27197,0.27258,17313811,swing down
1598551334449,76.26343,275.11597,-36.11755,-0.61169,-0.26782,0.21228,17313827,swing down
1598551334462,8.02612,220.50476,-55.22156,-0.38892,-0.21619,0.13391,17313842,swing down
1598551334478,-20.12634,193.72559,-59.58557,-0.30957,-0.17297,0.10742,17313857,swing down
1598551334505,-62.31689,139.25171,-57.06787,-0.20044,-0.09521,0.07703,17313873,swing down
1598551334510,-77.37732,111.78589,-52.32239,-0.16504,-0.06006,0.0658,17313889,swing down
1598551334524,-95.87097,56.56433,-40.25269,-0.09875,0.01245,0.05481,17313904,swing down
1598551334547,-99.31946,26.26038,-34.2865,0.03491,0.09241,0.05396,17313920,swing up
1598551334557,-94.20776,-49.16382,-26.30615,0.09094,0.12512,0.06238,17313935,swing up
1598551334571,-76.29395,-146.74377,-24.97864,0.0918,0.19446,0.09998,17313950,swing up
1598551334588,-63.41553,-198.91357,-27.13013,0.00671,0.19116,0.12427,17313967,swing up
1598551334602,-42.32788,-297.71423,-40.31372,-0.20288,0.12976,0.19958,17313982,swing up
1598551334618,-36.8042,-345.26062,-51.33057,-0.49243,0.05298,0.32129,17313998,swing up
1598551334633,-38.48267,-443.2373,-75.27161,-0.68042,0.03833,0.40332,17314013,swing up
1598551334649,-52.90222,-500,-89.35547,-1.22681,0.02368,0.60852,17314029,swing up
1598551334665,-63.91907,-499.57275,-91.65955,-1.5708,0.01563,0.71399,17314044,swing up
1598551334680,-94.55872,-500,-89.7522,-2.42126,0.10156,0.90393,17314059,swing up
1598551334696,-110.50415,-500,-82.50427,-2.98657,0.24597,0.97937,17314075,swing up
1598551334712,-122.69592,-500,-44.05212,-4,0.62,0.98987,17314091,swing up
1598551334726,-114.60876,-500,-21.8811,-3.99292,0.80151,0.80078,17314106,swing up
1598551334744,-88.62305,-500,0.18311,-3.99976,0.82361,0.62598,17314122,swing up
1598551334758,-59.52454,-441.39099,-0.19836,-3.99988,0.77368,0.28601,17314137,swing up
1598551334773,-43.76221,-351.73035,-3.98254,-4,0.7002,0.15454,17314153,swing up
1598551334789,-15.89966,-206.61926,-13.18359,-3.64124,0.54785,0.03955,17314169,swing up
1598551334805,-6.62231,-157.37915,-17.99011,-3.31213,0.47742,0.03052,17314184,swing up
1598551334820,-7.21741,-120.94116,-25.74158,-2.81067,0.35083,0.03821,17314200,swing up
1598551334836,-14.73999,-134.61304,-30.04456,-2.45593,0.29126,0.08215,17314215,swing up
1598551334851,-35.35461,-198.77625,-35.2478,-2.33972,0.271,0.11023,17314231,swing up
1598551334867,-58.60901,-272.82715,-31.87561,-2.19897,0.25195,0.17053,17314246,swing up
1598551334882,-69.25964,-304.56543,-28.7323,-2.16992,0.2644,0.20178,17314262,swing up
1598551334898,-82.48901,-354.21753,-23.86475,-2.15112,0.29907,0.25391,17314277,swing up
1598551334913,-85.00671,-371.39893,-22.85767,-2.1571,0.30957,0.26672,17314293,swing up
1598551334931,-83.22144,-386.50513,-21.98792,-2.17957,0.31311,0.25781,17314308,swing up
1598551334944,-80.32227,-384.552,-22.2168,-2.15906,0.30542,0.20947,17314324,swing up
1598551334959,-73.33374,-365.23437,-21.31653,-2.09705,0.28748,0.1803,17314339,swing up
1598551334975,-66.97083,-333.95386,-17.27295,-1.91638,0.24841,0.11707,17314354,swing up
1598551334991,-64.13269,-317.0929,-15.45715,-1.83435,0.24438,0.0863,17314370,swing up
1598551335007,-55.11475,-281.08215,-11.74927,-1.61658,0.22839,0.03296,17314385,swing up
1598551335021,-49.80469,-263.79395,-10.19287,-1.49609,0.21313,0.00977,17314401,swing up
1598551335038,-41.48865,-235.32104,-9.87244,-1.22656,0.16443,-0.02429,17314416,swing up
1598551335052,-38.63525,-224.53308,-11.35254,-0.98682,0.10132,-0.04419,17314432,swing up
1598551335067,-35.67505,-207.6416,-14.26697,-0.86987,0.07019,-0.05078,17314447,swing up
1598551335084,-37.5061,-196.41113,-15.56396,-0.65564,0.01245,-0.06616,17314462,swing up
1598551335099,-39.79492,-191.26892,-15.28931,-0.57593,-0.00696,-0.07019,17314479,swing up
1598551335115,-45.0592,-178.25317,-13.25989,-0.4718,-0.02148,-0.08801,17314494,swing up
1598551335130,-47.3175,-170.16602,-12.22229,-0.41809,-0.01563,-0.10413,17314510,swing up
1598551335146,-49.11804,-150.45166,-10.75745,-0.40393,-0.00464,-0.11279,17314525,swing up
1598551335161,-45.62378,-127.10571,-10.34546,-0.32556,0.02002,-0.12854,17314541,swing up
1598551335176,-41.51917,-116.1499,-10.80322,-0.27234,0.03613,-0.13477,17314556,swing up
1598551335192,-29.08325,-95.01648,-10.22339,-0.1814,0.04285,-0.15381,17314572,swing up
1598551335207,-22.50671,-84.85413,-8.81958,-0.14185,0.03418,-0.16089,17314587,swing up
1598551335224,-10.22339,-66.51306,-4.62341,-0.04639,0.005,-0.17163,17314603,swing up
1598551335238,-4.65393,-58.31909,-2.65503,0.03577,-0.02075,-0.17639,17314618,swing up
1598551335254,5.66101,-41.77856,-1.77002,0.06738,-0.02844,-0.16833,17314633,swing up
1598551335269,14.81628,-28.25928,-0.94604,0.13611,-0.05334,-0.16016,17314649,swing up
1598551335285,17.99011,-23.14758,0.32043,0.17493,-0.07239,-0.15771,17314664,swing up
1598551335301,20.17212,-17.65442,1.98364,0.24072,-0.10242,-0.14819,17314681,swing up
1598551335316,20.06531,-16.70837,2.13623,0.26208,-0.11035,-0.15015,17314696,swing up
1598551335333,19.3634,-15.15198,1.43433,0.26648,-0.13049,-0.14709,17314712,swing up
1598551335347,18.37158,-13.83972,0.50354,0.28149,-0.15894,-0.14807,17314727,swing up
1598551335363,14.57214,-11.2915,-2.65503,0.28943,-0.16125,-0.14624,17314743,swing up
1598551335379,11.1084,-10.29968,-6.5155,0.27356,-0.14856,-0.14453,17314758,swing up
1598551335394,9.56726,-10.49805,-8.40759,0.26001,-0.1427,-0.1438,17314774,swing down
1598551335410,8.16345,-12.87842,-12.45117,0.21338,-0.12366,-0.1438,17314789,swing down
1598551335425,7.50732,-13.24463,-14.81628,0.146,-0.11926,-0.14526,17314805,swing down
1598551335442,6.05774,-12.66479,-19.104,0.09778,-0.12268,-0.14758,17314820,swing down
1598551335456,4.60815,-10.95581,-20.73669,0.00708,-0.12219,-0.14368,17314836,swing down
1598551335471,0.4425,-4.73022,-23.05603,-0.03308,-0.10815,-0.14624,17314851,swing down
1598551335487,-3.79944,3.90625,-24.36829,-0.12744,-0.09595,-0.14307,17314867,swing down
1598551335503,-5.64575,9.91821,-24.4751,-0.17188,-0.08337,-0.14038,17314882,swing down
1598551335519,-7.8125,24.01733,-24.15466,-0.2749,-0.06335,-0.13635,17314898,swing down
1598551335539,-7.94983,32.83691,-23.11707,-0.41663,-0.03027,-0.12585,17314914,swing down
1598551335555,-7.00378,56.25916,-18.99719,-0.50793,-0.01013,-0.12109,17314929,swing down
1598551335565,-3.76892,91.87317,-11.50513,-0.71179,0.01599,-0.10181,17314944,swing down
1598551335580,-1.84631,113.61694,-6.54602,-0.8291,0.02686,-0.08789,17314960,swing down
1598551335595,1.92261,167.83142,4.24194,-1.03748,0.0575,-0.03894,17314975,swing down
1598551335612,5.44739,199.3866,10.65063,-1.10303,0.08179,-0.00586,17314992,swing down
1598551335629,17.68494,264.20593,26.29089,-1.24512,0.11731,0.08862,17315007,swing down
1598551335643,26.03149,296.92078,35.96497,-1.48706,0.1499,0.20654,17315023,swing down
1598551335658,46.23413,362.50305,55.00793,-1.61377,0.16443,0.27625,17315038,swing down
1598551335674,67.19971,418.80798,68.60352,-1.86255,0.17017,0.40393,17315053,swing down
1598551335689,76.06506,439.10217,70.54138,-1.93774,0.18726,0.46045,17315069,swing down
1598551335704,92.46826,454.1626,69.15283,-2.0835,0.22119,0.52185,17315084,swing down
1598551335720,98.75488,448.27271,65.88745,-2.09705,0.22253,0.52063,17315100,swing down
1598551335736,105.62134,413.78784,50.04883,-2.07043,0.224,0.4657,17315115,swing down
1598551335750,106.99463,389.55688,39.07776,-2.04639,0.22913,0.38037,17315130,swing down
1598551335766,106.24695,333.78601,16.12854,-2.09998,0.24927,0.33337,17315146,swing down
1598551335781,101.80664,282.56226,-3.05176,-2.2489,0.3053,0.24744,17315161,swing down
1598551335797,99.94507,261.15417,-10.45227,-2.34241,0.32825,0.2157,17315177,swing down
1598551335813,97.0459,229.61426,-19.16504,-2.62866,0.37817,0.18188,17315193,swing down
1598551335829,95.64209,221.48132,-18.85986,-2.79431,0.39087,0.17712,17315208,swing down
1598551335844,91.38489,219.54346,-13.93127,-3.19702,0.42187,0.1842,17315224,swing down
1598551335859,89.44702,227.18811,-13.18359,-3.54871,0.42371,0.21008,17315239,swing down
1598551335875,84.60999,259.75037,-17.73071,-3.67383,0.41357,0.23071,17315255,swing down
1598551335890,72.75391,311.11145,-22.62878,-3.8031,0.35681,0.30359,17315270,swing down
1598551335906,60.69946,339.55383,-23.05603,-3.84009,0.33606,0.35022,17315285,swing down
1598551335922,29.7699,386.26099,-22.18628,-3.69714,0.36316,0.44421,17315301,swing down
1598551335936,16.86096,398.45276,-20.05005,-3.54785,0.4082,0.4751,17315316,swing down
1598551335953,2.02942,400.11597,-10.81848,-3.30542,0.46631,0.49414,17315332,swing down
1598551335968,-2.83813,395.12634,-2.02942,-3.11646,0.45239,0.49023,17315347,swing down
1598551335983,-11.77979,380.37109,19.57703,-2.98694,0.46411,0.48132,17315363,swing down
1598551335998,-9.56726,355.14832,36.69739,-2.69116,0.50647,0.44006,17315378,swing down
1598551336014,-1.60217,338.92822,39.96277,-2.53967,0.52368,0.40845,17315394,swing down
1598551336031,21.82007,302.74963,32.19604,-2.29163,0.52832,0.35681,17315409,swing down
1598551336045,34.34753,286.07178,24.29199,-2.22998,0.5188,0.33154,17315425,swing down
1598551336062,58.91418,263.97705,11.79504,-2.19861,0.53906,0.31067,17315440,swing down
1598551336075,72.70813,262.74109,11.47461,-2.22302,0.49524,0.33032,17315455,swing down
1598551336091,97.8241,285.14099,21.72852,-2.2218,0.42603,0.36108,17315471,swing down
1598551336109,105.66711,324.63074,34.63745,-2.10425,0.26282,0.42981,17315486,swing down
1598551336124,101.76086,342.49878,37.41455,-1.94629,0.20593,0.46143,17315503,swing down
1598551336139,85.84595,361.38916,33.52356,-1.59753,0.06738,0.47156,17315519,swing down
1598551336155,72.58606,361.61804,27.37427,-1.12183,-0.01697,0.43091,17315534,swing down
1598551336170,40.31372,334.04541,14.02283,-0.91602,-0.03101,0.38452,17315550,swing down
1598551336185,12.05444,273.07129,0.74768,-0.53784,0.01514,0.28418,17315565,swing down
1598551336201,3.05176,232.86438,-6.71387,-0.36389,0.05615,0.23315,17315581,swing down
1598551336218,-3.2196,147.10999,-16.79993,-0.32605,0.05371,0.13306,17315596,swing down
1598551336232,-6.56128,114.48669,-18.76831,-0.31384,0.03625,0.10938,17315612,swing down
1598551336248,-14.17542,56.82373,-18.73779,-0.23706,0.01929,0.07593,17315627,swing down
