"Time","Gx","Gy","Gz","Ax","Ay","Az","ts"
"2020-08-27T20:03:41.067",8.02612,194.96155,-18.03589,-0.69043,0.05066,0.05774,17400446
"2020-08-27T20:03:41.083",10.02502,217.80396,-19.98901,-0.84546,0.08472,0.08911,17400461
"2020-08-27T20:03:41.097",11.77979,229.62952,-20.01953,-0.92017,0.10571,0.10608,17400477
"2020-08-27T20:03:41.115",16.76941,253.66211,-17.95959,-1.09717,0.15674,0.14685,17400494
"2020-08-27T20:03:41.130",24.7345,278.25928,-12.46643,-1.3064,0.20691,0.1969,17400509
"2020-08-27T20:03:41.146",29.90723,290.8783,-7.76672,-1.38403,0.22534,0.21973,17400525
"2020-08-27T20:03:41.162",42.43469,312.59155,3.93677,-1.48022,0.23437,0.26831,17400540
"2020-08-27T20:03:41.176",48.23303,320.19043,9.78088,-1.54199,0.23242,0.28528,17400556
"2020-08-27T20:03:41.193",56.99158,330.52063,19.53125,-1.70129,0.22119,0.31201,17400571
"2020-08-27T20:03:41.208",59.78394,334.06067,23.31543,-1.82544,0.19775,0.3252,17400586
"2020-08-27T20:03:41.223",63.32397,337.72278,28.15247,-1.89441,0.19299,0.33374,17400602
"2020-08-27T20:03:41.238",63.9801,335.69336,26.58081,-2.10388,0.20422,0.34229,17400617
"2020-08-27T20:03:41.254",63.36975,334.60999,22.17102,-2.20337,0.22498,0.34265,17400633
"2020-08-27T20:03:41.269",63.12561,333.06885,13.71765,-2.34351,0.25879,0.34424,17400648
"2020-08-27T20:03:41.285",63.30872,332.06177,11.44409,-2.41956,0.26526,0.3457,17400664
"2020-08-27T20:03:41.300",64.04114,328.67432,8.68225,-2.57129,0.28857,0.35229,17400679
"2020-08-27T20:03:41.322",64.34631,325.07324,7.04956,-2.7644,0.3114,0.34888,17400695
"2020-08-27T20:03:41.331",67.35229,313.55286,0.28992,-2.89941,0.31592,0.34937,17400710
"2020-08-27T20:03:41.349",69.74792,306.54907,-9.41467,-3.125,0.30139,0.34387,17400726
"2020-08-27T20:03:41.363",69.13757,307.08313,-12.34436,-3.22192,0.31201,0.34705,17400742
"2020-08-27T20:03:41.379",66.4978,312.86621,-12.3291,-3.30139,0.37256,0.36328,17400758
"2020-08-27T20:03:41.394",66.17737,315.12451,-9.46045,-3.30884,0.43628,0.37878,17400773
"2020-08-27T20:03:41.410",70.3125,318.42041,-4.95911,-3.31812,0.46301,0.38855,17400788
"2020-08-27T20:03:41.425",80.15442,321.74683,-4.22668,-3.32434,0.48254,0.40967,17400804
"2020-08-27T20:03:41.441",84.53369,323.82202,-3.82996,-3.29456,0.48535,0.42212,17400820
"2020-08-27T20:03:41.459",91.07971,323.24219,-1.70898,-3.11218,0.46448,0.42334,17400835
"2020-08-27T20:03:41.471",92.63611,317.70325,-1.52588,-2.97913,0.4408,0.40833,17400850
"2020-08-27T20:03:41.487",91.50696,299.31641,-4.3335,-2.74219,0.38562,0.37024,17400866
"2020-08-27T20:03:41.505",88.0127,289.79492,-6.46973,-2.52991,0.33728,0.32178,17400881
"2020-08-27T20:03:41.519",75.71411,275.98572,-9.90295,-2.43921,0.31543,0.30701,17400897
"2020-08-27T20:03:41.535",57.57141,269.45496,-12.46643,-2.27698,0.28174,0.27917,17400912
"2020-08-27T20:03:41.549",47.3175,268.58521,-12.61902,-2.19446,0.27039,0.27112,17400928
"2020-08-27T20:03:41.564",26.19934,272.12524,-10.94055,-2.09814,0.22449,0.2655,17400943
"2020-08-27T20:03:41.579",14.1449,277.45056,-11.47461,-2.05432,0.20129,0.26953,17400959
"2020-08-27T20:03:41.595",-13.33618,295.27283,-12.08496,-1.96509,0.17615,0.29895,17400974
"2020-08-27T20:03:41.623",-27.93884,306.73218,-11.19995,-1.90369,0.16492,0.31628,17400989
"2020-08-27T20:03:41.628",-56.07605,327.40784,-6.53076,-1.70459,0.15198,0.35925,17401005
"2020-08-27T20:03:41.647",-78.24707,331.06995,2.97546,-1.36121,0.15161,0.36914,17401021
"2020-08-27T20:03:41.677",-85.72388,322.78442,9.21631,-1.1814,0.15918,0.35095,17401036
"2020-08-27T20:03:41.683",-92.10205,288.40637,22.06421,-0.83313,0.18127,0.28955,17401051
"2020-08-27T20:03:41.697",-90.86609,264.29749,26.42822,-0.6792,0.19788,0.24829,17401067
"2020-08-27T20:03:41.703",-78.26233,208.40454,28.83911,-0.43127,0.23889,0.17712,17401082
"2020-08-27T20:03:41.719",-67.276,177.35291,26.35193,-0.33386,0.25659,0.14124,17401098
"2020-08-27T20:03:41.735",-37.68921,109.29871,13.65662,-0.2157,0.28564,0.08862,17401113
"2020-08-27T20:03:41.750",-19.86694,74.0509,4.68445,-0.14917,0.28699,0.05493,17401129
"2020-08-27T20:03:41.766",16.44897,1.95312,-16.4032,-0.12402,0.27588,0.05188,17401144
"2020-08-27T20:03:41.785",46.93604,-74.95117,-38.48267,-0.12622,0.20593,0.05603,17401160
"2020-08-27T20:03:41.796",56.9458,-115.15808,-48.04993,-0.14392,0.15051,0.06775,17401175
"2020-08-27T20:03:41.817",61.84387,-200.56152,-63.26294,-0.23169,0.03357,0.11182,17401190
"2020-08-27T20:03:41.827",56.5033,-246.2616,-68.29834,-0.30652,-0.01953,0.14856,17401206
"2020-08-27T20:03:41.843",31.31104,-343.47534,-69.90051,-0.53076,-0.08936,0.25708,17401221
"2020-08-27T20:03:41.858",11.84082,-394.71436,-64.66675,-0.90161,-0.06738,0.42029,17401237
"2020-08-27T20:03:41.874",-33.52356,-494.73572,-43.93005,-1.17273,-0.01563,0.52222,17401252
"2020-08-27T20:03:41.890",-76.52283,-499.51172,-19.51599,-1.88147,0.16931,0.73535,17401268
"2020-08-27T20:03:41.904",-92.46826,-499.80164,-9.24683,-2.30615,0.30164,0.83069,17401283
"2020-08-27T20:03:41.920",-106.38428,-500,2.10571,-3.24487,0.57043,0.91992,17401298
"2020-08-27T20:03:41.936",-104.18701,-500,2.94495,-4,0.81238,0.86572,17401315
"2020-08-27T20:03:41.952",-81.46667,-500,-3.58582,-4,0.88477,0.78308,17401330
"2020-08-27T20:03:41.967",-41.61072,-486.25183,-16.61682,-4,0.849,0.57288,17401346
"2020-08-27T20:03:41.982",-20.50781,-432.28149,-25.31433,-4,0.74902,0.46313,17401361
"2020-08-27T20:03:41.999",15.91492,-320.77026,-36.43799,-3.77795,0.50195,0.26404,17401377
"2020-08-27T20:03:42.013",27.34375,-267.65442,-38.19275,-3.47083,0.40186,0.19739,17401392
"2020-08-27T20:03:42.028",36.08704,-183.97522,-36.81946,-3.03735,0.31165,0.14612,17401407
"2020-08-27T20:03:42.050",35.14099,-160.3241,-33.84399,-2.72119,0.25623,0.151,17401423
"2020-08-27T20:03:42.061",20.9198,-157.44019,-26.09253,-2.57861,0.23022,0.16736,17401438
"2020-08-27T20:03:42.074",8.08716,-176.74255,-19.28711,-2.3158,0.18848,0.19849,17401454
"2020-08-27T20:03:42.090",-22.78137,-229.53796,1.63269,-2.1991,0.18152,0.20984,17401469
"2020-08-27T20:03:42.105",-48.72131,-271.60645,20.69092,-2.02405,0.20923,0.23462,17401484
"2020-08-27T20:03:42.121",-57.47986,-287.85706,27.00806,-1.95764,0.23511,0.24707,17401500
"2020-08-27T20:03:42.137",-66.95557,-316.10107,33.2489,-1.88989,0.25574,0.27673,17401516
"2020-08-27T20:03:42.152",-69.45801,-328.01819,33.15735,-1.89832,0.26416,0.30042,17401532
"2020-08-27T20:03:42.168",-71.67053,-345.19958,28.90015,-1.91626,0.26355,0.30176,17401547
"2020-08-27T20:03:42.183",-72.86072,-348.25134,21.6217,-1.9165,0.27002,0.29236,17401562
"2020-08-27T20:03:42.200",-72.20459,-344.48242,17.25769,-1.8905,0.27026,0.28296,17401578
"2020-08-27T20:03:42.214",-68.60352,-328.52173,8.3313,-1.79504,0.26074,0.24829,17401593
"2020-08-27T20:03:42.230",-65.93323,-317.71851,4.53186,-1.72632,0.24951,0.22681,17401609
"2020-08-27T20:03:42.245",-60.27222,-293.44177,-0.33569,-1.5625,0.224,0.19153,17401624
"2020-08-27T20:03:42.261",-57.54089,-281.29578,-1.26648,-1.39124,0.19861,0.15991,17401640
"2020-08-27T20:03:42.278",-52.97852,-259.8114,-0.67139,-1.30652,0.18457,0.14441,17401655
"2020-08-27T20:03:42.291",-51.04065,-250.24414,0.2594,-1.10364,0.15613,0.12292,17401670
"2020-08-27T20:03:42.307",-48.21777,-233.36792,3.23486,-1.0105,0.1427,0.1123,17401686
"2020-08-27T20:03:42.323",-44.34204,-217.34619,7.35474,-0.82605,0.11157,0.0863,17401701
"2020-08-27T20:03:42.342",-42.32788,-209.39636,9.24683,-0.75146,0.09131,0.07996,17401717
"2020-08-27T20:03:42.355",-38.81836,-192.19971,12.8479,-0.62671,0.07104,0.05518,17401732
"2020-08-27T20:03:42.372",-36.68213,-183.22754,14.77051,-0.57117,0.0658,0.04907,17401748
"2020-08-27T20:03:42.384",-31.66199,-166.07666,18.93616,-0.44946,0.047,0.02478,17401763
"2020-08-27T20:03:42.400",-27.06909,-150.48218,21.40808,-0.31506,0.02515,0.01123,17401779
"2020-08-27T20:03:42.415",-24.62769,-143.53943,21.9574,-0.26135,0.01929,0.00818,17401794
"2020-08-27T20:03:42.432",-18.99719,-129.60815,21.46912,-0.17883,-0.00635,-0.00989,17401810
"2020-08-27T20:03:42.448",-16.61682,-122.37549,20.46204,-0.13806,-0.01965,-0.01404,17401826
"2020-08-27T20:03:42.463",-12.25281,-107.60498,18.15796,-0.04871,-0.05066,-0.02563,17401842
"2020-08-27T20:03:42.478",-10.74219,-100.12817,16.43372,0.04517,-0.08325,-0.03992,17401857
"2020-08-27T20:03:42.493",-9.30786,-85.70862,12.19177,0.08325,-0.0907,-0.04346,17401872
"2020-08-27T20:03:42.509",-8.30078,-73.92883,6.05774,0.12183,-0.10254,-0.0542,17401888
"2020-08-27T20:03:42.524",-7.59888,-68.2373,2.34985,0.15137,-0.10681,-0.05908,17401903
"2020-08-27T20:03:42.540",-5.82886,-57.02209,-4.08936,0.18921,-0.11621,-0.07031,17401919
"2020-08-27T20:03:42.555",-4.73022,-50.65918,-6.10352,0.20496,-0.11096,-0.07043,17401934
"2020-08-27T20:03:42.573",-0.22888,-37.70447,-8.7738,0.23535,-0.08801,-0.07776,17401950
"2020-08-27T20:03:42.586",3.5553,-31.70776,-9.6283,0.25659,-0.06897,-0.08118,17401965
"2020-08-27T20:03:42.602",13.25989,-20.96558,-11.23047,0.26624,-0.07434,-0.08435,17401981
"2020-08-27T20:03:42.622",22.61353,-13.03101,-12.46643,0.29919,-0.08655,-0.08752,17401996
"2020-08-27T20:03:42.641",26.80969,-9.64355,-13.06152,0.30505,-0.09241,-0.09131,17402011
"2020-08-27T20:03:42.672",36.04126,1.19019,-15.53345,0.30103,-0.12073,-0.09741,17402043
"2020-08-27T20:03:42.673",33.59985,-2.57874,-14.5874,0.30469,-0.11401,-0.09546,17402027
"2020-08-27T20:03:42.693",39.07776,8.89587,-17.02881,0.28149,-0.13293,-0.09937,17402058
"2020-08-27T20:03:42.695",39.61182,13.15308,-17.39502,0.229,-0.14551,-0.10754,17402073
"2020-08-27T20:03:42.711",39.0625,24.26147,-17.77649,0.18982,-0.14563,-0.10974,17402089
"2020-08-27T20:03:42.725",36.39221,39.64233,-16.95251,0.1062,-0.1416,-0.10583,17402104
"2020-08-27T20:03:42.745",34.45435,48.70605,-15.86914,0.05774,-0.13623,-0.10474,17402120
"2020-08-27T20:03:42.757",29.4342,68.13049,-13.61084,-0.04175,-0.12256,-0.09546,17402136
"2020-08-27T20:03:42.772",26.68762,78.29285,-12.66479,-0.08923,-0.11047,-0.08484,17402151
"2020-08-27T20:03:42.790",21.59119,97.68677,-11.24573,-0.18457,-0.08118,-0.06958,17402167
"2020-08-27T20:03:42.803",19.63806,106.55212,-10.72693,-0.29248,-0.06018,-0.05225,17402182
"2020-08-27T20:03:42.819",16.61682,123.74878,-9.96399,-0.34924,-0.04871,-0.04163,17402198
"2020-08-27T20:03:42.834",13.82446,141.4032,-9.82666,-0.47864,-0.0343,-0.02051,17402213
"2020-08-27T20:03:42.849",12.02393,150.87891,-9.70459,-0.552,-0.02332,-0.0105,17402228
"2020-08-27T20:03:42.867",7.18689,172.36328,-8.5907,-0.69812,-0.00476,0.0116,17402244
"2020-08-27T20:03:42.880",4.79126,184.41772,-7.98035,-0.76685,0.00293,0.02502,17402259
"2020-08-27T20:03:42.896",0.57983,210.02197,-7.27844,-0.91565,0.02686,0.06665,17402275
"2020-08-27T20:03:42.911",-1.19019,223.0835,-7.53784,-1.12354,0.07007,0.10767,17402290
"2020-08-27T20:03:42.927",-3.15857,249.93896,-9.58252,-1.23767,0.0907,0.13049,17402306
"2020-08-27T20:03:42.943",-2.39563,279.7699,-12.80212,-1.41919,0.13489,0.18042,17402321
"2020-08-27T20:03:42.958",-0.73242,295.33386,-13.67187,-1.48047,0.15295,0.20959,17402337
"2020-08-27T20:03:42.974",5.08118,324.00513,-13.38196,-1.58142,0.18213,0.25598,17402353
"2020-08-27T20:03:42.989",8.20923,335.20508,-12.61902,-1.70667,0.22375,0.30225,17402368
"2020-08-27T20:03:43.011",14.77051,349.38049,-10.17761,-1.78821,0.24231,0.3208,17402384
"2020-08-27T20:03:43.020",18.64624,352.5238,-9.53674,-1.95764,0.27466,0.3468,17402399
"2020-08-27T20:03:43.035",27.11487,351.79138,-7.72095,-2.04224,0.29419,0.35059,17402415
"2020-08-27T20:03:43.051",37.44507,343.15491,-3.57056,-2.21265,0.33008,0.34888,17402430
"2020-08-27T20:03:43.066",43.12134,338.60779,-0.7782,-2.29236,0.34436,0.34155,17402446
"2020-08-27T20:03:43.084",54.88586,332.30591,4.13513,-2.44653,0.37158,0.34583,17402461
"2020-08-27T20:03:43.098",61.15723,330.21545,5.53894,-2.52307,0.37976,0.34949,17402476
"2020-08-27T20:03:43.113",71.57898,323.50159,8.11768,-2.64148,0.39758,0.35388,17402492
"2020-08-27T20:03:43.131",75.53101,317.52014,9.27734,-2.79639,0.41357,0.35095,17402507
"2020-08-27T20:03:43.144",82.44324,300.78125,9.90295,-2.88831,0.41394,0.34314,17402523
"2020-08-27T20:03:43.163",84.91516,290.6189,11.90186,-3.06982,0.39673,0.3457,17402538
"2020-08-27T20:03:43.178",83.78601,289.65759,13.27515,-3.16003,0.38611,0.35156,17402555
"2020-08-27T20:03:43.192",77.80457,292.49573,13.42773,-3.31238,0.39392,0.36951,17402570
"2020-08-27T20:03:43.207",74.98169,294.86084,10.20813,-3.40198,0.42896,0.38452,17402586
"2020-08-27T20:03:43.222",72.8302,305.13,-3.35693,-3.39136,0.44238,0.39368,17402601
"2020-08-27T20:03:43.240",74.85962,319.04602,-19.85168,-3.23718,0.45703,0.40845,17402617
"2020-08-27T20:03:43.253",76.23291,322.76917,-27.4353,-3.13208,0.45581,0.41052,17402632
"2020-08-27T20:03:43.269",76.59912,321.15173,-37.09412,-2.92981,0.44507,0.40271,17402648
"2020-08-27T20:03:43.284",75.39368,317.24548,-38.62,-2.83154,0.44092,0.3916,17402663
"2020-08-27T20:03:43.302",71.44165,307.76978,-35.18677,-2.66309,0.42493,0.36816,17402678
"2020-08-27T20:03:43.314",68.29834,303.17688,-31.89087,-2.48572,0.40234,0.34802,17402694
"2020-08-27T20:03:43.330",59.12781,292.43469,-24.79553,-2.40686,0.38953,0.33594,17402709
"2020-08-27T20:03:43.345",47.27173,283.70667,-14.80103,-2.23254,0.35779,0.3103,17402725
"2020-08-27T20:03:43.362",41.15295,282.0282,-9.09424,-2.15552,0.34375,0.30359,17402740
"2020-08-27T20:03:43.379",29.28162,282.63855,2.33459,-2.04382,0.31299,0.29968,17402756
"2020-08-27T20:03:43.392",23.94104,285.85815,6.02722,-1.99817,0.31396,0.30261,17402771
"2020-08-27T20:03:43.408",15.28931,296.81396,8.34656,-1.8573,0.3136,0.31909,17402786
"2020-08-27T20:03:43.422",12.34436,302.78015,8.69751,-1.62915,0.29102,0.33142,17402802
"2020-08-27T20:03:43.439",9.06372,310.47058,8.74329,-1.4928,0.26587,0.33044,17402817
"2020-08-27T20:03:43.455",6.43921,306.77795,5.05066,-1.21729,0.21179,0.30908,17402833
"2020-08-27T20:03:43.473",4.71497,299.97253,3.95203,-1.05273,0.18262,0.29065,17402849
"2020-08-27T20:03:43.485",-0.57983,272.75085,4.63867,-0.75732,0.12341,0.23242,17402865
"2020-08-27T20:03:43.501",-4.04358,253.28064,6.28662,-0.62195,0.10547,0.20007,17402880
"2020-08-27T20:03:43.516",-10.54382,202.30103,9.39941,-0.39526,0.07007,0.13403,17402895
"2020-08-27T20:03:43.532",-13.76343,171.37146,9.82666,-0.22375,0.04871,0.07092,17402911
"2020-08-27T20:03:43.550",-20.17212,100.7843,8.98743,-0.16895,0.04993,0.04895,17402926
"2020-08-27T20:03:43.563",-24.6582,26.90125,2.31934,-0.10437,0.05005,0.02319,17402941
"2020-08-27T20:03:43.579",-26.45874,-10.97107,-3.93677,-0.08704,0.047,0.02087,17402957
"2020-08-27T20:03:43.603",-29.00696,-92.07153,-18.87512,-0.10107,0.04431,0.03967,17402973
"2020-08-27T20:03:43.609",-29.93774,-135.3302,-25.72632,-0.14673,0.04053,0.06079,17402988
"2020-08-27T20:03:43.626",-33.27942,-224.47205,-36.51428,-0.30029,0.03406,0.12646,17403003
"2020-08-27T20:03:43.644",-36.39221,-269.42444,-40.69519,-0.51978,0.04431,0.22876,17403019
"2020-08-27T20:03:43.683",-58.19702,-461.99036,-40.23743,-1.0553,0.12036,0.47949,17403050
"2020-08-27T20:03:43.702",-63.65967,-500,-34.51538,-1.3291,0.16345,0.57849,17403065
"2020-08-27T20:03:43.704",-70.22095,-499.34387,-18.89038,-1.98816,0.27832,0.78467,17403081
"2020-08-27T20:03:43.717",-69.90051,-499.96948,-10.87952,-2.3949,0.34167,0.87048,17403096
"2020-08-27T20:03:43.733",-63.65967,-499.98474,0.97656,-3.4281,0.47656,0.974,17403112
"2020-08-27T20:03:43.748",-59.21936,-500,4.56238,-4,0.62817,0.93079,17403127
"2020-08-27T20:03:43.764",-41.93115,-500,4.04358,-3.99402,0.62854,0.82971,17403143
"2020-08-27T20:03:43.780",-20.12634,-484.95483,0.35095,-4,0.58716,0.56396,17403159
"2020-08-27T20:03:43.795",-9.27734,-420.85266,0.7019,-4,0.50769,0.42212,17403174
"2020-08-27T20:03:43.811",1.78528,-284.42383,3.8147,-3.70703,0.2948,0.19263,17403190
"2020-08-27T20:03:43.826",0.35095,-222.73254,5.52368,-3.38855,0.21484,0.13074,17403205
"2020-08-27T20:03:43.842",-14.73999,-132.27844,3.9978,-3.01123,0.15918,0.10681,17403221
"2020-08-27T20:03:43.857",-26.58081,-110.56519,-0.22888,-2.71436,0.13147,0.1499,17403236
"2020-08-27T20:03:43.873",-59.06677,-121.15479,-13.58032,-2.54309,0.12451,0.17627,17403252
"2020-08-27T20:03:43.888",-94.58923,-183.09021,-21.19446,-2.25415,0.15674,0.22156,17403267
"2020-08-27T20:03:43.904",-107.34558,-214.72168,-19.01245,-2.14246,0.2074,0.23474,17403283
"2020-08-27T20:03:43.919",-118.57605,-264.00757,-12.0697,-2,0.30615,0.26416,17403298
"2020-08-27T20:03:43.934",-117.08069,-284.04236,-10.87952,-1.94678,0.35364,0.28113,17403313
"2020-08-27T20:03:43.950",-102.76794,-318.38989,-14.03809,-1.91638,0.39307,0.30872,17403329
"2020-08-27T20:03:43.967",-81.54297,-340.271,-20.26367,-1.98865,0.38318,0.31885,17403345
"2020-08-27T20:03:43.982",-70.95337,-345.24536,-22.995,-2.02551,0.36829,0.31421,17403361
"2020-08-27T20:03:43.997",-50.354,-341.03394,-27.38953,-2.02734,0.36145,0.28674,17403376
"2020-08-27T20:03:44.013",-39.24561,-333.43506,-29.14429,-1.98926,0.354,0.26941,17403392
"2020-08-27T20:03:44.028",-16.90674,-313.17139,-32.16553,-1.85608,0.31799,0.22998,17403407
"2020-08-27T20:03:44.044",-7.2937,-302.47498,-32.44019,-1.69641,0.25696,0.18958,17403423
"2020-08-27T20:03:44.059",7.30896,-281.20422,-28.50342,-1.61011,0.22815,0.17261,17403438
"2020-08-27T20:03:44.074",16.3269,-261.45935,-19.97375,-1.44812,0.1825,0.14319,17403453
"2020-08-27T20:03:44.090",18.99719,-251.89209,-15.01465,-1.37463,0.1615,0.13171,17403469
"2020-08-27T20:03:44.105",20.64514,-232.07092,-5.02014,-1.19238,0.10095,0.10059,17403485
"2020-08-27T20:03:44.121",19.22607,-222.64099,-0.86975,-1.0946,0.06604,0.09094,17403500
"2020-08-27T20:03:44.136",12.146,-205.00183,3.7384,-0.89099,0.0144,0.06665,17403515
"2020-08-27T20:03:44.152",8.05664,-197.43347,4.40979,-0.73694,-0.01978,0.04822,17403531
"2020-08-27T20:03:44.167",-0.65613,-183.56323,6.50024,-0.67871,-0.03223,0.04126,17403546
"2020-08-27T20:03:44.185",-8.7738,-167.95349,9.33838,-0.52454,-0.05566,0.02515,17403562
"2020-08-27T20:03:44.198",-13.29041,-160.3241,10.95581,-0.44421,-0.07397,0.01257,17403577
"2020-08-27T20:03:44.216",-24.81079,-144.68384,12.17651,-0.33984,-0.08484,0.00574,17403593
"2020-08-27T20:03:44.229",-29.75464,-136.27625,10.95581,-0.27478,-0.08093,0.00146,17403608
"2020-08-27T20:03:44.245",-36.36169,-122.07031,5.5542,-0.14954,-0.05811,-0.00232,17403623
"2020-08-27T20:03:44.260",-37.8418,-116.37878,2.5177,-0.06348,-0.05481,-0.00525,17403639
"2020-08-27T20:03:44.275",-39.42871,-106.10962,-1.80054,-0.03662,-0.0542,-0.0083,17403654
"2020-08-27T20:03:44.292",-40.43579,-94.36035,-3.75366,-0.00378,-0.05823,-0.01135,17403671
"2020-08-27T20:03:44.307",-41.22925,-87.14294,-3.98254,0.02625,-0.05554,-0.01477,17403686
"2020-08-27T20:03:44.322",-40.67993,-73.88306,-3.92151,0.08704,-0.03906,-0.0199,17403702
"2020-08-27T20:03:44.338",-38.95569,-68.09998,-4.47083,0.11963,-0.03442,-0.02417,17403717
"2020-08-27T20:03:44.353",-33.3252,-57.78503,-6.19507,0.18347,-0.02649,-0.03052,17403733
"2020-08-27T20:03:44.369",-29.4342,-52.70386,-6.8512,0.24194,-0.02417,-0.03369,17403748
"2020-08-27T20:03:44.385",-20.41626,-43.77747,-6.65283,0.25635,-0.02588,-0.0365,17403764
"2020-08-27T20:03:44.403",-9.97925,-34.01184,-5.70679,0.28259,-0.01965,-0.04028,17403779
"2020-08-27T20:03:44.417",-4.15039,-28.68652,-5.18799,0.28894,-0.01526,-0.04663,17403795
"2020-08-27T20:03:44.431",8.11768,-16.41846,-4.31824,0.3136,-0.01404,-0.04749,17403810
"2020-08-27T20:03:44.447",14.35852,-10.26917,-4.19617,0.32312,-0.01831,-0.05115,17403826
"2020-08-27T20:03:44.462",25.36011,2.10571,-4.05884,0.32898,-0.04224,-0.04932,17403841
"2020-08-27T20:03:44.479",29.70886,8.255,-4.16565,0.33252,-0.06323,-0.05334,17403856
"2020-08-27T20:03:44.493",35.46143,20.46204,-4.36401,0.32715,-0.07397,-0.05151,17403872
"2020-08-27T20:03:44.510",37.78076,33.38623,-4.44031,0.28369,-0.09143,-0.05237,17403888
"2020-08-27T20:03:44.524",37.75024,40.57312,-3.66211,0.26782,-0.09619,-0.052,17403903
"2020-08-27T20:03:44.539",35.73608,55.35889,-2.30408,0.21936,-0.10315,-0.04639,17403918
"2020-08-27T20:03:44.555",33.95081,62.86621,-1.57166,0.19348,-0.10889,-0.04749,17403934
"2020-08-27T20:03:44.570",29.03748,77.23999,-0.76294,0.13367,-0.10352,-0.03955,17403950
"2020-08-27T20:03:44.589",26.50452,83.81653,-0.79346,0.05603,-0.09509,-0.03125,17403965
"2020-08-27T20:03:44.602",21.60645,95.79468,-1.15967,0.02063,-0.09094,-0.03052,17403981
"2020-08-27T20:03:44.617",17.16614,105.02625,-1.61743,-0.04517,-0.08569,-0.026,17403996
"2020-08-27T20:03:44.634",14.80103,108.078,-2.04468,-0.07312,-0.08813,-0.01941,17404012
"2020-08-27T20:03:44.653",9.07898,110.70251,-2.63977,-0.14099,-0.09399,-0.02393,17404027
"2020-08-27T20:03:44.674",5.95093,110.53467,-2.18201,-0.23035,-0.09045,-0.02295,17404043
"2020-08-27T20:03:44.690",-1.14441,109.03931,0.4425,-0.28662,-0.08521,-0.02173,17404058
"2020-08-27T20:03:44.702",-7.41577,108.77991,3.43323,-0.41687,-0.07117,-0.02307,17404074
"2020-08-27T20:03:44.710",-10.14709,109.72595,4.28772,-0.49084,-0.06042,-0.02197,17404089
"2020-08-27T20:03:44.725",-14.83154,115.23438,5.0354,-0.68164,-0.02869,-0.01196,17404105
"2020-08-27T20:03:44.741",-16.41846,120.57495,5.18799,-0.79224,-0.00696,-0.0094,17404120
"2020-08-27T20:03:44.756",-17.47131,138.01575,6.88171,-1.01196,0.05054,0.0166,17404135
"2020-08-27T20:03:44.772",-16.63208,150.72632,8.66699,-1.24683,0.11072,0.05334,17404151
"2020-08-27T20:03:44.787",-12.46643,184.08203,13.3667,-1.38098,0.14453,0.07617,17404166
"2020-08-27T20:03:44.804",-1.64795,232.42187,20.99609,-1.58032,0.19836,0.13611,17404183
"2020-08-27T20:03:44.820",5.70679,259.84192,24.61243,-1.62476,0.198,0.16675,17404198
"2020-08-27T20:03:44.836",20.62988,311.7218,28.13721,-1.70349,0.20215,0.24829,17404214
"2020-08-27T20:03:44.850",27.78625,333.22144,28.24402,-1.77393,0.20654,0.29089,17404229
"2020-08-27T20:03:44.866",40.22217,360.90088,26.55029,-1.95935,0.23779,0.36328,17404245
"2020-08-27T20:03:44.881",45.21179,365.60059,25.2533,-2.11926,0.26978,0.39355,17404260
"2020-08-27T20:03:44.897",53.92456,355.31616,19.50073,-2.20056,0.28357,0.38879,17404276
"2020-08-27T20:03:44.912",62.88147,335.66284,12.64954,-2.38013,0.33411,0.36682,17404291
"2020-08-27T20:03:44.928",69.44275,328.8269,9.84192,-2.46118,0.35718,0.36475,17404307
"2020-08-27T20:03:44.943",85.25085,323.56262,3.14331,-2.60242,0.39429,0.3717,17404322
"2020-08-27T20:03:44.959",93.4906,322.14355,-0.88501,-2.66577,0.41895,0.37878,17404338
"2020-08-27T20:03:44.976",110.44312,316.80298,-9.75037,-2.81104,0.44543,0.39587,17404353
"2020-08-27T20:03:44.991",117.55371,312.82043,-14.86206,-3.0437,0.41089,0.40625,17404369
"2020-08-27T20:03:45.006",124.43542,308.65479,-22.18628,-3.14929,0.37805,0.40613,17404385
"2020-08-27T20:03:45.021",117.84363,312.46948,-24.9176,-3.21069,0.33948,0.40576,17404401
"2020-08-27T20:03:45.037",112.5946,314.08691,-24.23096,-3.20288,0.34631,0.40906,17404416
"2020-08-27T20:03:45.052",101.01318,310.4248,-18.78357,-3.19067,0.36267,0.40112,17404431
"2020-08-27T20:03:45.068",93.96362,306.15234,-14.75525,-3.19836,0.35486,0.38318,17404447
"2020-08-27T20:03:45.083",75.54626,301.48315,-4.91333,-3.19678,0.34436,0.37329,17404462
"2020-08-27T20:03:45.099",51.37634,302.12402,5.27954,-3.16699,0.34326,0.35974,17404478
"2020-08-27T20:03:45.114",39.09302,302.58179,9.8114,-3.12268,0.34863,0.34973,17404493
"2020-08-27T20:03:45.130",20.72144,302.59705,13.48877,-2.98389,0.38538,0.3407,17404509
"2020-08-27T20:03:45.146",15.64026,302.44446,10.89478,-2.90381,0.4082,0.33691,17404524
"2020-08-27T20:03:45.161",12.34436,304.13818,0.07629,-2.74927,0.45496,0.33228,17404540
"2020-08-27T20:03:45.176",12.75635,305.83191,-5.31006,-2.58179,0.46887,0.33496,17404555
