Time	Gx	Gy	Gz	Ax	Ay	Az
17005	37.26	-329.30	1.25	0.21	0.03	1.63
17024	34.15	-307.25	20.39	0.37	0.08	1.35
17041	25.15	-267.64	37.31	0.45	0.07	1.09
17058	20.28	-244.31	44.07	0.47	0.06	1.00
17077	11.80	-195.47	53.12	0.45	0.04	0.85
17094	6.06	-151.37	56.47	0.40	0.02	0.73
17113	4.14	-111.53	54.98	0.38	-0.03	0.65
17131	5.29	-92.33	52.63	0.41	-0.07	0.60
17149	11.23	-50.40	45.84	0.46	-0.07	0.59
17168	18.75	2.85	35.10	0.60	-0.05	0.60
17185	24.06	72.43	20.19	0.76	-0.02	0.61
17204	27.82	157.67	4.68	0.83	-0.05	0.66
17222	31.16	201.77	-1.11	0.82	-0.06	0.69
17240	38.94	286.99	-7.66	0.79	-0.04	0.74
17258	43.12	367.46	-12.83	0.82	0.01	0.86
17276	41.75	446.12	-17.93	0.70	0.07	1.05
17294	38.76	478.03	-18.36	0.45	0.18	1.41
17312	23.50	499.98	-15.24	0.26	0.22	1.64
17330	1.07	499.95	-19.04	-0.07	0.19	2.17
17349	-10.48	470.32	-31.14	-0.35	0.02	2.60
17367	-6.64	394.36	-45.10	-0.60	0.00	2.83
17386	-4.04	347.44	-53.85	-0.65	-0.00	2.85
17406	2.03	250.79	-69.99	-0.28	-0.03	2.86
17424	12.45	190.43	-77.84	0.01	0.01	2.87
17442	15.47	195.92	-75.56	0.48	0.12	2.85
17460	4.76	247.76	-67.43	0.66	0.20	2.70
17477	-3.37	280.23	-61.29	0.56	0.21	2.47
17496	-19.55	337.07	-43.24	0.44	0.20	2.35
17515	-32.23	365.48	-27.21	0.18	0.17	2.16
17534	-39.52	369.11	-19.91	0.08	0.11	2.08
17551	-33.86	363.37	-16.49	-0.01	-0.03	1.99
17572	-16.92	343.35	-9.66	-0.18	-0.07	1.81
17590	-1.21	306.90	-2.40	-0.23	-0.03	1.63
17610	3.97	287.92	0.41	-0.14	0.01	1.47
17628	9.86	258.71	4.90	-0.08	0.02	1.38
17646	11.02	243.90	9.23	-0.03	0.03	1.19
17664	7.49	233.84	14.04	-0.05	0.05	0.98
17682	0.95	224.88	17.01	-0.03	0.03	0.79
17699	-2.15	221.57	17.75	-0.01	0.02	0.70
17718	-6.93	219.85	18.42	0.04	-0.00	0.59
17736	-9.69	224.90	17.58	0.06	-0.03	0.49
17754	-9.25	228.97	15.99	-0.01	-0.06	0.37
