Time	Gx	Gy	Gz	Ax	Ay	Az	Deadlift	Squat	Rest	RowLeft	RowRight	Swing	
20049	-168	135	-179	1.02	0.00	0.24	0.00	0.00	0.00	0.00	0.00	1.00
20084	-187	182	-167	0.97	0.05	0.36	0.00	0.00	0.00	0.00	0.00	1.00
20117	-190	177	-200	0.92	0.08	0.51	0.00	0.00	0.00	0.00	0.00	1.00
20151	-124	56	-138	1.03	0.28	0.67	0.00	0.00	0.00	0.00	0.00	1.00
20186	-7	-53	108	0.87	0.10	0.51	0.00	0.00	0.00	0.06	0.00	0.94
20221	31	-54	126	1.04	0.07	0.49	0.00	0.00	0.00	0.66	0.00	0.34
20254	17	-25	-19	1.07	0.01	0.54	0.00	0.00	0.00	0.73	0.00	0.27
20288	-37	36	-39	1.07	0.07	0.57	0.00	0.00	0.00	0.79	0.00	0.21
20323	-72	31	38	1.05	0.13	0.64	0.00	0.00	0.00	0.62	0.00	0.38
20357	-60	-10	66	0.91	0.11	0.62	0.00	0.00	0.00	0.77	0.00	0.23
20391	-38	-30	44	0.88	0.00	0.61	0.00	0.00	0.00	0.82	0.00	0.18
20426	-25	-49	53	0.88	0.02	0.59	0.00	0.00	0.00	0.93	0.00	0.07
20461	-44	-72	95	0.85	0.02	0.56	0.00	0.00	0.00	0.96	0.00	0.04
20496	-63	-96	137	0.77	-0.01	0.46	0.00	0.00	0.00	0.99	0.00	0.01
20530	-64	-110	158	0.72	-0.02	0.39	0.00	0.00	0.00	1.00	0.00	0.00
20564	-52	-128	197	0.58	-0.08	0.28	0.00	0.00	0.00	0.95	0.05	0.00
20600	-31	-164	272	0.38	-0.14	0.16	0.00	0.00	0.00	0.74	0.26	0.00
20635	-18	-202	302	0.25	-0.20	0.09	0.00	0.00	0.00	0.87	0.13	0.00
20670	1	-227	337	0.17	-0.23	0.02	0.00	0.00	0.00	1.00	0.00	0.00
20703	1	-233	345	-0.02	-0.20	-0.02	0.00	0.00	0.00	1.00	0.00	0.00
20739	-1	-291	296	-0.25	-0.27	-0.05	0.00	0.00	0.00	0.94	0.00	0.06
20774	5	-360	288	-0.30	-0.29	-0.02	0.00	0.00	0.00	0.62	0.00	0.38
20810	12	-451	268	-0.49	-0.27	0.07	0.00	0.00	0.00	0.70	0.00	0.30
20845	16	-500	246	-0.44	-0.19	0.21	0.00	0.00	0.00	0.51	0.00	0.49
20879	4	-500	194	-0.37	-0.12	0.63	0.00	0.00	0.00	0.84	0.00	0.16
20915	5	-500	135	0.05	-0.10	1.14	0.00	0.00	0.00	0.98	0.00	0.02
20949	88	-401	41	0.66	-0.40	1.80	0.00	0.00	0.00	0.94	0.00	0.06
20984	199	-177	-11	0.65	-0.40	2.05	0.00	0.00	0.00	0.61	0.00	0.39
21019	264	-22	-29	0.10	-0.09	2.08	0.00	0.00	0.00	0.93	0.00	0.07
21054	233	-7	-2	-0.21	0.10	2.22	0.00	0.00	0.00	1.00	0.00	0.00
21089	184	-93	55	-0.35	-0.01	2.22	0.00	0.00	0.00	1.00	0.00	0.00
21125	166	-224	122	-0.22	-0.12	2.22	0.00	0.00	0.00	1.00	0.00	0.00
21158	171	-255	150	0.03	-0.09	2.16	0.00	0.00	0.00	0.98	0.02	0.00
21193	156	-200	140	0.17	-0.04	1.98	0.00	0.00	0.00	0.99	0.01	0.00
21228	141	-155	132	0.11	0.00	1.97	0.00	0.00	0.00	1.00	0.00	0.00
21262	107	-153	141	-0.04	-0.03	1.93	0.00	0.00	0.00	0.99	0.01	0.00
21297	99	-164	144	0.01	-0.05	1.76	0.00	0.00	0.00	0.71	0.29	0.00
21331	85	-173	140	0.01	-0.03	1.55	0.00	0.00	0.00	0.90	0.10	0.00
21366	61	-173	114	0.06	-0.00	1.37	0.00	0.00	0.00	0.78	0.22	0.00
21400	39	-148	87	0.11	-0.02	1.21	0.00	0.00	0.00	0.99	0.00	0.00
21434	29	-101	41	0.09	-0.06	0.98	0.00	0.00	0.00	0.99	0.00	0.01
21469	24	-71	8	0.09	-0.04	0.87	0.00	0.00	0.00	0.99	0.00	0.01
21504	11	-32	-27	0.10	-0.04	0.80	0.00	0.00	0.00	0.98	0.00	0.02
21539	0	-3	-42	0.13	-0.02	0.80	0.00	0.00	0.00	0.95	0.00	0.05
21573	-18	41	-53	0.22	-0.02	0.81	0.00	0.00	0.00	0.88	0.00	0.12
21609	-40	119	-64	0.26	0.01	0.89	0.00	0.00	0.00	0.63	0.00	0.37
21643	-63	179	-74	0.25	0.00	0.96	0.00	0.00	0.00	0.51	0.00	0.49
21678	-87	236	-90	0.13	0.00	1.24	0.00	0.00	0.00	0.39	0.00	0.61
21712	-102	237	-105	0.03	-0.03	1.44	0.00	0.00	0.00	0.30	0.00	0.70
21747	-105	203	-121	-0.04	-0.06	1.72	0.00	0.00	0.00	0.92	0.00	0.08
21782	-104	167	-133	-0.00	-0.03	1.78	0.00	0.00	0.00	0.99	0.00	0.01
21819	-117	142	-151	0.06	-0.01	1.81	0.00	0.00	0.00	1.00	0.00	0.00
21853	-134	136	-164	0.08	0.01	1.83	0.00	0.00	0.00	1.00	0.00	0.00
21887	-160	129	-174	0.05	-0.06	1.89	0.00	0.00	0.00	0.76	0.24	0.00
21922	-166	114	-181	0.02	-0.13	1.85	0.00	0.00	0.00	0.67	0.33	0.00
21958	-158	82	-188	0.01	-0.22	1.79	0.00	0.00	0.00	0.46	0.54	0.00
21992	-151	61	-191	0.03	-0.23	1.75	0.00	0.00	0.00	0.77	0.23	0.00
22027	-154	41	-200	0.02	-0.27	1.60	0.00	0.00	0.00	0.99	0.01	0.00
22062	-160	8	-205	0.07	-0.29	1.47	0.00	0.00	0.00	0.99	0.00	0.00
22096	-167	2	-185	0.14	-0.30	1.32	0.00	0.00	0.00	0.86	0.00	0.14
22131	-176	8	-144	0.16	-0.34	1.12	0.00	0.00	0.00	0.17	0.00	0.83
22166	-170	13	-110	0.16	-0.37	0.97	0.00	0.00	0.00	0.02	0.00	0.98
22201	-159	16	-77	0.11	-0.36	0.85	0.00	0.00	0.00	0.01	0.00	0.99
22237	-162	11	-68	0.14	-0.36	0.74	0.00	0.00	0.00	0.00	0.00	1.00
22271	-160	17	-82	0.15	-0.42	0.59	0.00	0.00	0.00	0.00	0.00	1.00
22305	-139	23	-90	0.18	-0.46	0.51	0.00	0.00	0.00	0.00	0.00	1.00
22341	-107	42	-125	0.19	-0.39	0.38	0.00	0.00	0.00	0.00	0.00	1.00
22375	-91	60	-140	0.19	-0.38	0.27	0.00	0.00	0.00	0.00	0.00	1.00
22409	-77	85	-153	0.11	-0.25	0.25	0.00	0.00	0.00	0.00	0.00	1.00
22443	-48	124	-156	0.36	-0.44	0.17	0.00	0.00	0.00	0.00	0.00	1.00
22478	-6	183	-92	0.34	-0.36	-0.03	0.00	0.00	0.00	0.00	0.00	1.00
22512	-23	166	-113	0.05	-0.18	0.01	0.00	0.00	0.00	0.00	0.00	1.00
22546	-91	31	-251	0.36	-0.27	0.10	0.00	0.00	0.00	0.00	0.00	1.00
22580	-100	12	-267	0.64	-0.34	0.17	0.00	0.00	0.00	0.00	0.00	1.00
22614	-100	100	-164	0.72	-0.25	0.13	0.00	0.00	0.00	0.00	0.00	1.00
22648	-128	127	-164	0.77	-0.18	0.13	0.00	0.00	0.00	0.00	0.00	1.00
22683	-184	95	-248	0.92	-0.11	0.15	0.00	0.00	0.00	0.00	0.00	1.00
22717	-204	76	-263	1.03	-0.06	0.22	0.00	0.00	0.00	0.00	0.00	1.00
22751	-201	94	-196	0.98	0.01	0.25	0.00	0.00	0.00	0.00	0.00	1.00
22784	-167	63	-169	1.13	0.24	0.38	0.00	0.00	0.00	0.00	0.00	1.00
22818	-54	-57	-95	0.99	0.13	0.37	0.00	0.00	0.00	0.00	0.00	1.00
22852	33	-88	37	1.05	0.07	0.31	0.00	0.00	0.00	0.00	0.00	1.00
22886	59	-57	52	1.12	0.11	0.31	0.00	0.00	0.00	0.01	0.00	0.99
22919	25	-13	-6	1.11	0.15	0.30	0.00	0.00	0.00	0.02	0.00	0.98
22953	-26	14	-36	1.12	0.17	0.28	0.00	0.00	0.00	0.01	0.00	0.99
22986	-56	13	-2	1.09	0.11	0.29	0.00	0.00	0.00	0.02	0.00	0.98
23020	-41	-6	29	0.99	0.03	0.26	0.00	0.00	0.00	0.10	0.00	0.90
23053	-13	-16	43	0.97	-0.04	0.28	0.00	0.00	0.00	0.33	0.00	0.67
23089	14	-11	37	0.96	-0.02	0.27	0.00	0.00	0.00	0.35	0.00	0.65
23122	14	-17	45	0.94	0.05	0.24	0.00	0.00	0.00	0.64	0.00	0.36
23157	-7	-20	84	0.98	0.10	0.22	0.00	0.00	0.00	0.90	0.00	0.10
23192	-20	-9	111	0.96	0.06	0.18	0.00	0.00	0.00	0.86	0.00	0.14
23226	-29	-7	128	0.87	-0.01	0.13	0.00	0.00	0.00	0.87	0.00	0.13
23261	-32	-12	170	0.80	-0.04	0.11	0.00	0.00	0.00	0.96	0.00	0.04
23296	-22	-19	209	0.71	-0.09	0.07	0.00	0.00	0.00	0.99	0.00	0.01
23331	10	-48	266	0.60	-0.19	0.05	0.00	0.00	0.00	0.98	0.00	0.02
23366	46	-60	330	0.47	-0.23	0.03	0.00	0.00	0.00	0.94	0.00	0.06
23399	84	-89	400	0.31	-0.24	0.06	0.00	0.00	0.00	0.38	0.00	0.62
23434	94	-102	430	0.22	-0.20	0.10	0.00	0.00	0.00	0.04	0.00	0.96
23469	78	-110	423	-0.00	-0.08	0.10	0.00	0.00	0.00	0.16	0.00	0.84
23503	42	-147	368	-0.12	-0.04	0.12	0.00	0.00	0.00	0.13	0.00	0.87
23538	-3	-193	302	-0.21	0.01	0.16	0.00	0.00	0.00	0.33	0.00	0.67
23574	-73	-282	225	-0.42	0.03	0.31	0.00	0.00	0.00	0.68	0.00	0.32
23609	-89	-362	229	-0.39	-0.20	0.51	0.00	0.00	0.00	0.90	0.00	0.10
23644	-89	-450	251	-0.36	-0.11	0.85	0.00	0.00	0.00	0.49	0.00	0.51
23679	-78	-472	186	-0.01	-0.32	1.36	0.00	0.00	0.00	0.68	0.00	0.32
23714	46	-327	158	0.59	-0.77	2.07	0.00	0.00	0.00	0.83	0.00	0.17
23749	202	-155	128	0.48	-0.73	2.18	0.00	0.00	0.00	0.77	0.00	0.23
23783	282	-67	134	0.06	-0.13	2.29	0.00	0.00	0.00	0.88	0.00	0.12
23817	210	-79	134	-0.09	0.00	2.18	0.00	0.00	0.00	0.95	0.00	0.05
23851	119	-175	137	-0.34	-0.09	2.18	0.00	0.00	0.00	0.99	0.00	0.01
23886	85	-264	140	-0.19	-0.15	2.11	0.00	0.00	0.00	1.00	0.00	0.00
23921	65	-295	139	0.05	-0.20	1.96	0.00	0.00	0.00	0.83	0.17	0.00
23956	59	-267	128	0.10	-0.18	1.92	0.00	0.00	0.00	0.99	0.01	0.00
23990	56	-240	117	0.11	-0.20	1.88	0.00	0.00	0.00	0.99	0.00	0.01
24023	66	-200	110	0.12	-0.16	1.75	0.00	0.00	0.00	0.97	0.00	0.03
24058	54	-186	108	0.09	-0.09	1.61	0.00	0.00	0.00	0.94	0.00	0.06
24093	32	-176	104	0.10	-0.07	1.41	0.00	0.00	0.00	0.95	0.00	0.05
24126	7	-160	97	0.10	-0.09	1.24	0.00	0.00	0.00	0.93	0.00	0.07
24161	-1	-144	82	0.12	-0.09	1.07	0.00	0.00	0.00	0.97	0.00	0.03
24196	-8	-105	48	0.14	-0.10	0.88	0.00	0.00	0.00	0.99	0.00	0.01
24230	-6	-71	20	0.14	-0.10	0.80	0.00	0.00	0.00	0.97	0.00	0.03
24264	-3	-32	-6	0.21	-0.11	0.77	0.00	0.00	0.00	0.94	0.00	0.06
24299	6	34	-35	0.21	-0.11	0.74	0.00	0.00	0.00	0.91	0.00	0.09
24333	8	86	-52	0.26	-0.08	0.77	0.00	0.00	0.00	0.81	0.00	0.19
24366	-11	169	-66	0.28	-0.03	0.86	0.00	0.00	0.00	0.54	0.00	0.46
24400	-38	226	-76	0.25	-0.05	1.04	0.00	0.00	0.00	0.49	0.00	0.51
24434	-52	264	-88	0.14	-0.12	1.21	0.00	0.00	0.00	0.26	0.00	0.74
24468	-55	259	-112	-0.01	-0.19	1.59	0.00	0.00	0.00	0.59	0.00	0.41
24504	-44	225	-131	-0.09	-0.22	1.72	0.00	0.00	0.00	0.85	0.00	0.15
24538	-40	178	-165	0.00	-0.18	1.85	0.00	0.00	0.00	0.96	0.00	0.04
24572	-55	177	-197	0.09	-0.11	1.92	0.00	0.00	0.00	0.99	0.00	0.01
24607	-94	197	-234	0.12	-0.14	1.91	0.00	0.00	0.00	1.00	0.00	0.00
24640	-129	215	-274	0.04	-0.21	1.91	0.00	0.00	0.00	0.83	0.17	0.00
24674	-142	194	-297	-0.07	-0.24	1.91	0.00	0.00	0.00	0.13	0.87	0.00
24709	-149	134	-309	-0.08	-0.28	1.80	0.00	0.00	0.00	0.51	0.49	0.00
24744	-147	97	-303	-0.03	-0.28	1.72	0.00	0.00	0.00	1.00	0.00	0.00
24779	-150	67	-287	0.00	-0.29	1.56	0.00	0.00	0.00	0.99	0.00	0.01
24813	-153	33	-242	0.03	-0.30	1.42	0.00	0.00	0.00	0.97	0.00	0.03
24847	-158	16	-194	0.10	-0.29	1.30	0.00	0.00	0.00	0.83	0.00	0.17
24880	-168	18	-145	0.15	-0.34	1.10	0.00	0.00	0.00	0.39	0.00	0.61
24917	-169	16	-115	0.14	-0.37	0.91	0.00	0.00	0.00	0.02	0.00	0.98
24952	-158	16	-96	0.13	-0.37	0.75	0.00	0.00	0.00	0.00	0.00	1.00
24987	-162	4	-98	0.12	-0.36	0.63	0.00	0.00	0.00	0.00	0.00	1.00
25022	-162	-9	-116	0.16	-0.36	0.48	0.00	0.00	0.00	0.00	0.00	1.00
25057	-153	-10	-116	0.15	-0.38	0.41	0.00	0.00	0.00	0.00	0.00	1.00
25093	-122	5	-108	0.17	-0.38	0.33	0.00	0.00	0.00	0.00	0.00	1.00
25128	-97	22	-101	0.22	-0.37	0.23	0.00	0.00	0.00	0.00	0.00	1.00
25162	-53	67	-97	0.16	-0.27	0.16	0.00	0.00	0.00	0.00	0.00	1.00
25197	-39	82	-110	0.21	-0.35	0.12	0.00	0.00	0.00	0.00	0.00	1.00
25231	7	138	-84	0.34	-0.36	0.09	0.00	0.00	0.00	0.00	0.00	1.00
25265	50	214	-9	0.21	-0.30	0.02	0.00	0.00	0.00	0.00	0.00	1.00
25298	44	252	-32	0.57	-0.36	0.03	0.00	0.00	0.00	0.00	0.00	1.00
25333	-40	146	-211	0.53	-0.36	0.10	0.00	0.00	0.00	0.00	0.00	1.00
25367	-85	113	-226	0.66	-0.33	0.22	0.00	0.00	0.00	0.00	0.00	1.00
25402	-119	121	-214	0.88	-0.35	0.26	0.00	0.00	0.00	0.00	0.00	1.00
25436	-163	137	-216	0.92	-0.31	0.37	0.00	0.00	0.00	0.00	0.00	1.00
25471	-186	110	-253	0.97	-0.30	0.40	0.00	0.00	0.00	0.00	0.00	1.00
25507	-162	13	-254	1.40	0.17	0.56	0.00	0.00	0.00	0.00	0.00	1.00
25541	-28	-150	-82	1.04	-0.15	0.25	0.00	0.00	0.00	0.00	0.00	1.00
25576	68	-103	132	1.11	-0.20	0.14	0.00	0.00	0.00	0.01	0.00	0.99
25611	80	-55	96	1.20	-0.12	0.20	0.00	0.00	0.00	0.26	0.00	0.74
25645	35	6	-35	1.12	-0.08	0.26	0.00	0.00	0.00	0.89	0.00	0.11
25679	-13	36	-41	1.12	-0.13	0.29	0.00	0.00	0.00	0.99	0.00	0.01
25714	-41	37	2	1.03	-0.24	0.34	0.00	0.00	0.00	0.98	0.00	0.02
25749	-32	2	33	0.98	-0.35	0.35	0.00	0.00	0.00	0.99	0.00	0.01
25783	-2	-2	29	0.95	-0.33	0.33	0.00	0.00	0.00	0.99	0.00	0.01
25819	18	-13	15	0.97	-0.23	0.30	0.00	0.00	0.00	0.98	0.00	0.02
25853	10	-22	24	1.06	-0.16	0.29	0.00	0.00	0.00	0.94	0.00	0.06
25887	-8	-10	76	1.06	-0.12	0.22	0.00	0.00	0.00	0.98	0.00	0.02
25923	-14	-6	108	1.01	-0.12	0.19	0.00	0.00	0.00	1.00	0.00	0.00
25958	-10	-19	144	0.88	-0.14	0.12	0.00	0.00	0.00	1.00	0.00	0.00
25993	9	-34	182	0.81	-0.21	0.10	0.00	0.00	0.00	1.00	0.00	0.00
26026	42	-35	228	0.72	-0.25	0.08	0.00	0.00	0.00	0.48	0.52	0.00
26061	89	-40	277	0.52	-0.27	0.06	0.00	0.00	0.00	0.02	0.98	0.00
26095	117	-50	314	0.43	-0.26	0.08	0.00	0.00	0.00	0.02	0.98	0.00
26131	138	-49	349	0.31	-0.17	0.10	0.00	0.00	0.00	0.55	0.45	0.00
26164	129	-47	365	0.16	-0.09	0.13	0.00	0.00	0.00	0.92	0.08	0.00
26199	99	-65	374	-0.04	0.01	0.16	0.00	0.00	0.00	0.98	0.02	0.00
26234	29	-119	330	-0.16	0.10	0.22	0.00	0.00	0.00	1.00	0.00	0.00
26268	-35	-171	263	-0.24	0.11	0.26	0.00	0.00	0.00	0.99	0.00	0.01
26302	-97	-243	229	-0.32	0.06	0.43	0.00	0.00	0.00	0.99	0.00	0.01
26338	-121	-298	250	-0.35	-0.03	0.66	0.00	0.00	0.00	1.00	0.00	0.00
26373	-108	-341	232	-0.15	-0.12	1.01	0.00	0.00	0.00	1.00	0.00	0.00
26409	-74	-323	209	0.05	-0.43	1.46	0.00	0.00	0.00	1.00	0.00	0.00
26443	89	-210	175	0.33	-0.76	1.84	0.00	0.00	0.00	0.99	0.00	0.01
26478	228	-129	155	0.10	-0.53	1.97	0.00	0.00	0.00	0.99	0.01	0.00
26512	253	-116	135	0.00	-0.11	1.96	0.00	0.00	0.00	0.64	0.36	0.00
26547	192	-125	110	-0.12	0.01	2.05	0.00	0.00	0.00	0.85	0.15	0.00
26581	126	-163	94	-0.20	-0.08	2.13	0.00	0.00	0.00	0.06	0.94	0.00
26616	105	-227	83	-0.20	-0.20	2.09	0.00	0.00	0.00	0.00	1.00	0.00
26650	116	-264	74	-0.07	-0.23	2.01	0.00	0.00	0.00	0.00	1.00	0.00
26686	130	-255	75	0.07	-0.11	1.96	0.00	0.00	0.00	0.01	0.99	0.00
26720	118	-220	73	0.19	-0.11	1.87	0.00	0.00	0.00	0.74	0.26	0.00
26754	99	-162	77	0.14	-0.02	1.68	0.00	0.00	0.00	0.98	0.02	0.00
26788	73	-141	79	0.13	-0.03	1.53	0.00	0.00	0.00	0.99	0.00	0.00
26821	48	-127	81	0.08	-0.02	1.41	0.00	0.00	0.00	0.99	0.01	0.00
26856	25	-133	83	0.04	-0.07	1.21	0.00	0.00	0.00	0.99	0.01	0.00
26889	14	-135	77	0.07	-0.06	1.06	0.00	0.00	0.00	0.99	0.00	0.00
26922	1	-120	64	0.15	-0.06	0.98	0.00	0.00	0.00	1.00	0.00	0.00
26956	-8	-66	37	0.17	-0.09	0.84	0.00	0.00	0.00	0.99	0.00	0.01
26990	-9	-27	15	0.18	-0.07	0.79	0.00	0.00	0.00	1.00	0.00	0.00
27024	-15	21	-8	0.21	-0.06	0.76	0.00	0.00	0.00	0.99	0.00	0.01
27059	-29	93	-37	0.26	-0.02	0.80	0.00	0.00	0.00	0.96	0.00	0.04
27093	-51	156	-61	0.28	-0.01	0.92	0.00	0.00	0.00	0.90	0.00	0.10
27126	-72	215	-80	0.19	-0.08	1.14	0.00	0.00	0.00	0.93	0.00	0.07
27161	-92	251	-107	0.07	-0.12	1.34	0.00	0.00	0.00	0.95	0.00	0.05
27195	-100	243	-133	-0.01	-0.16	1.57	0.00	0.00	0.00	0.98	0.00	0.02
27229	-99	204	-172	-0.07	-0.22	1.70	0.00	0.00	0.00	1.00	0.00	0.00
27264	-98	173	-203	-0.04	-0.21	1.78	0.00	0.00	0.00	0.99	0.00	0.01
27299	-120	150	-245	0.03	-0.15	1.83	0.00	0.00	0.00	0.99	0.00	0.01
27333	-148	148	-273	0.06	-0.22	1.92	0.00	0.00	0.00	0.96	0.04	0.00
27367	-166	140	-285	0.00	-0.26	1.89	0.00	0.00	0.00	0.02	0.98	0.00
27401	-186	110	-281	0.01	-0.29	1.82	0.00	0.00	0.00	0.01	0.99	0.00
27436	-197	86	-262	0.03	-0.36	1.83	0.00	0.00	0.00	0.04	0.96	0.00
27472	-204	53	-211	0.02	-0.40	1.67	0.00	0.00	0.00	0.61	0.39	0.00
27506	-207	29	-177	0.06	-0.41	1.56	0.00	0.00	0.00	0.92	0.08	0.00
27541	-215	11	-129	0.12	-0.45	1.36	0.00	0.00	0.00	0.99	0.01	0.00
27577	-213	11	-116	0.17	-0.51	1.22	0.00	0.00	0.00	1.00	0.00	0.00
27612	-195	19	-107	0.17	-0.52	1.04	0.00	0.00	0.00	0.99	0.00	0.01
27647	-181	21	-108	0.17	-0.52	0.86	0.00	0.00	0.00	0.78	0.00	0.22
27681	-164	19	-118	0.18	-0.48	0.70	0.00	0.00	0.00	0.21	0.00	0.79
27716	-143	25	-133	0.18	-0.45	0.61	0.00	0.00	0.00	0.02	0.00	0.98
27751	-121	36	-149	0.21	-0.40	0.42	0.00	0.00	0.00	0.00	0.00	1.00
27786	-85	68	-156	0.20	-0.37	0.34	0.00	0.00	0.00	0.00	0.00	1.00
27820	-59	92	-161	0.18	-0.33	0.27	0.00	0.00	0.00	0.00	0.00	1.00
27855	-23	134	-143	0.24	-0.33	0.17	0.00	0.00	0.00	0.00	0.00	1.00
27890	14	186	-95	0.30	-0.31	0.09	0.00	0.00	0.00	0.00	0.00	1.00
27923	41	214	-77	0.17	-0.16	0.05	0.00	0.00	0.00	0.00	0.00	1.00
27958	23	140	-213	0.15	-0.16	0.13	0.00	0.00	0.00	0.00	0.00	1.00
27993	14	95	-320	0.36	-0.21	0.24	0.00	0.00	0.00	0.00	0.00	1.00
28028	9	167	-260	0.37	-0.16	0.26	0.00	0.00	0.00	0.00	0.00	1.00
28063	-17	202	-211	0.39	-0.01	0.29	0.00	0.00	0.00	0.00	0.00	1.00
28097	-97	94	-208	0.52	0.07	0.45	0.00	0.00	0.00	0.00	0.00	1.00
28131	-144	6	-223	0.75	0.12	0.52	0.00	0.00	0.00	0.00	0.00	1.00
28166	-175	65	-189	0.89	0.21	0.62	0.00	0.00	0.00	0.00	0.00	1.00
28200	-199	77	-213	0.85	0.26	0.74	0.00	0.00	0.00	0.00	0.00	1.00
28234	-142	-49	-242	1.15	0.88	0.93	0.00	0.00	0.00	0.00	0.00	1.00
28270	19	-82	18	0.94	0.10	0.59	0.00	0.00	0.00	0.02	0.00	0.98
28304	62	-2	169	0.94	0.06	0.67	0.00	0.00	0.00	0.45	0.00	0.55
28338	50	20	131	0.80	0.21	0.84	0.00	0.00	0.00	0.94	0.00	0.06
28371	-5	10	17	0.77	0.24	0.81	0.00	0.00	0.00	0.99	0.00	0.01
28405	-55	17	-46	0.80	0.08	0.86	0.00	0.00	0.00	1.00	0.00	0.00
28440	-68	-11	-17	0.85	-0.07	0.81	0.00	0.00	0.00	1.00	0.00	0.00
28476	-28	-20	36	0.83	-0.15	0.79	0.00	0.00	0.00	0.96	0.04	0.00
28510	31	-32	54	0.80	-0.06	0.74	0.00	0.00	0.00	0.87	0.13	0.00
28544	39	-53	43	0.86	0.06	0.73	0.00	0.00	0.00	0.30	0.70	0.00
28579	-1	-43	46	0.86	0.12	0.65	0.00	0.00	0.00	0.42	0.58	0.00
28613	-35	-30	66	0.84	0.09	0.58	0.00	0.00	0.00	0.83	0.17	0.00
28647	-56	-31	88	0.88	0.07	0.53	0.00	0.00	0.00	0.87	0.13	0.00
28682	-54	-26	126	0.82	0.00	0.46	0.00	0.00	0.00	0.63	0.37	0.00
28716	-35	-28	168	0.70	-0.07	0.38	0.00	0.00	0.00	0.04	0.96	0.00
28751	2	-46	226	0.55	-0.12	0.29	0.00	0.00	0.00	0.00	1.00	0.00
28785	24	-57	278	0.45	-0.14	0.22	0.00	0.00	0.00	0.00	1.00	0.00
28819	36	-60	337	0.27	-0.14	0.18	0.00	0.00	0.00	0.24	0.76	0.00
28854	42	-67	389	0.13	-0.13	0.15	0.00	0.00	0.00	1.00	0.00	0.00
28889	41	-80	401	0.02	-0.08	0.15	0.00	0.00	0.00	1.00	0.00	0.00
28922	16	-116	401	-0.07	-0.05	0.12	0.00	0.00	0.00	1.00	0.00	0.00
28958	-10	-153	378	-0.16	-0.01	0.12	0.00	0.00	0.00	1.00	0.00	0.00
28994	-58	-216	324	-0.26	0.03	0.14	0.00	0.00	0.00	0.98	0.00	0.02
29029	-99	-263	277	-0.30	0.07	0.26	0.00	0.00	0.00	0.98	0.00	0.02
29063	-154	-342	223	-0.52	0.04	0.53	0.00	0.00	0.00	1.00	0.00	0.00
29098	-150	-413	245	-0.31	-0.15	0.76	0.00	0.00	0.00	0.95	0.05	0.00
29133	-87	-435	218	0.06	-0.62	1.65	0.00	0.00	0.00	0.81	0.19	0.00
29167	55	-324	189	0.53	-1.07	2.07	0.00	0.00	0.00	0.99	0.01	0.00
29200	244	-173	147	0.45	-0.80	2.16	0.00	0.00	0.00	0.88	0.12	0.00
29235	293	-74	78	0.07	-0.23	2.30	0.00	0.00	0.00	0.01	0.99	0.00
29268	224	-78	44	-0.05	-0.09	2.33	0.00	0.00	0.00	0.00	1.00	0.00
29302	145	-129	44	-0.27	-0.12	2.30	0.00	0.00	0.00	0.00	1.00	0.00
29336	102	-242	54	-0.16	-0.36	2.23	0.00	0.00	0.00	0.00	1.00	0.00
29370	128	-277	76	-0.04	-0.41	2.21	0.00	0.00	0.00	0.00	1.00	0.00
29406	153	-249	90	0.22	-0.33	2.18	0.00	0.00	0.00	0.00	1.00	0.00
29439	151	-200	95	0.18	-0.27	2.04	0.00	0.00	0.00	0.00	1.00	0.00
29473	135	-171	92	0.11	-0.22	1.84	0.00	0.00	0.00	0.00	1.00	0.00
29507	94	-186	80	-0.06	-0.15	1.55	0.00	0.00	0.00	0.00	1.00	0.00
29541	65	-220	64	-0.06	-0.17	1.30	0.00	0.00	0.00	0.00	1.00	0.00
29575	46	-235	44	0.06	-0.16	1.14	0.00	0.00	0.00	0.01	0.99	0.00
29608	27	-201	17	0.14	-0.18	1.04	0.00	0.00	0.00	0.00	1.00	0.00
29642	30	-149	-2	0.15	-0.22	0.87	0.00	0.00	0.00	0.07	0.93	0.00
29676	45	-90	-20	0.12	-0.17	0.70	0.00	0.00	0.00	0.91	0.09	0.00
29712	42	-50	-25	0.14	-0.12	0.62	0.00	0.00	0.00	0.76	0.24	0.00
29746	26	-8	-19	0.21	-0.04	0.59	0.00	0.00	0.00	0.78	0.22	0.00
29780	-19	73	-3	0.30	-0.01	0.60	0.00	0.00	0.00	0.99	0.00	0.00
29814	-54	155	4	0.36	-0.02	0.65	0.00	0.00	0.00	0.96	0.00	0.04
29849	-101	286	-5	0.44	-0.01	0.94	0.00	0.00	0.00	0.93	0.00	0.07
29882	-134	376	-29	0.28	-0.10	1.27	0.00	0.00	0.00	0.92	0.00	0.08
29919	-143	378	-76	-0.11	-0.29	1.80	0.00	0.00	0.00	0.97	0.00	0.03
29953	-129	303	-116	-0.24	-0.36	2.09	0.00	0.00	0.00	0.99	0.00	0.01
29988	-116	213	-158	-0.13	-0.36	2.19	0.00	0.00	0.00	1.00	0.00	0.00
30023	-117	159	-197	0.08	-0.24	2.15	0.00	0.00	0.00	1.00	0.00	0.00
30057	-151	174	-218	0.13	-0.19	2.10	0.00	0.00	0.00	0.86	0.14	0.00
30091	-196	187	-239	0.06	-0.29	2.01	0.00	0.00	0.00	0.00	1.00	0.00
