Time	Gx	Gy	Gz	Ax	Ay	Az	Deadlift	Squat	Rest	RowLeft	RowRight	Swing	
9903	-199	-272	297	-0.70	-0.32	0.07	0.00	0.00	0.00	0.01	0.00	0.99
9939	-134	-443	319	-0.79	-0.37	0.17	0.00	0.00	0.00	0.01	0.00	0.99
9975	-95	-500	318	-0.60	-0.16	0.29	0.00	0.00	0.00	0.00	0.00	1.00
10009	-107	-500	178	-0.48	-0.21	0.70	0.00	0.00	0.00	0.02	0.00	0.98
10045	-58	-500	85	0.50	-0.50	1.55	0.00	0.00	0.00	0.02	0.00	0.98
10080	122	-413	22	0.93	-0.67	2.20	0.00	0.00	0.00	0.01	0.00	0.99
10114	231	-148	11	0.72	-0.32	2.08	0.00	0.00	0.00	0.30	0.00	0.70
10148	211	-19	71	0.03	-0.02	2.18	0.00	0.00	0.00	1.00	0.00	0.00
10182	157	-74	101	-0.34	-0.02	2.24	0.00	0.00	0.00	1.00	0.00	0.00
10216	122	-225	127	-0.47	-0.20	2.12	0.00	0.00	0.00	0.97	0.03	0.00
10252	111	-378	137	-0.01	-0.18	2.12	0.00	0.00	0.00	0.00	1.00	0.00
10286	102	-347	128	0.25	-0.08	2.10	0.00	0.00	0.00	0.00	1.00	0.00
10321	90	-237	100	0.32	-0.12	1.98	0.00	0.00	0.00	0.03	0.97	0.00
10356	84	-153	87	0.22	-0.04	1.88	0.00	0.00	0.00	0.06	0.94	0.00
10391	40	-126	98	0.01	0.01	1.73	0.00	0.00	0.00	0.00	1.00	0.00
10424	12	-151	111	-0.06	-0.02	1.61	0.00	0.00	0.00	0.01	0.99	0.00
10459	-3	-190	119	0.01	-0.10	1.37	0.00	0.00	0.00	0.06	0.94	0.00
10494	5	-183	103	0.14	-0.10	1.17	0.00	0.00	0.00	0.15	0.85	0.00
10529	5	-141	76	0.21	-0.05	0.97	0.00	0.00	0.00	0.97	0.03	0.00
10563	3	-64	30	0.23	-0.09	0.83	0.00	0.00	0.00	0.99	0.00	0.01
10598	11	-9	4	0.20	-0.08	0.77	0.00	0.00	0.00	0.94	0.00	0.06
10633	13	53	-20	0.22	-0.05	0.73	0.00	0.00	0.00	0.76	0.00	0.24
10667	4	103	-29	0.24	-0.03	0.76	0.00	0.00	0.00	0.42	0.00	0.58
10701	-16	174	-40	0.29	-0.02	0.92	0.00	0.00	0.00	0.07	0.00	0.93
10736	-27	229	-49	0.25	-0.07	1.06	0.00	0.00	0.00	0.02	0.00	0.98
10770	-28	259	-59	0.12	-0.10	1.21	0.00	0.00	0.00	0.03	0.00	0.97
10805	-19	240	-72	0.00	-0.14	1.43	0.00	0.00	0.00	0.09	0.00	0.91
10840	-11	209	-87	-0.01	-0.10	1.59	0.00	0.00	0.00	0.28	0.00	0.72
10876	-17	175	-114	0.02	-0.09	1.70	0.00	0.00	0.00	0.98	0.00	0.02
10910	-29	163	-133	0.08	-0.04	1.79	0.00	0.00	0.00	1.00	0.00	0.00
10945	-54	169	-161	0.09	-0.05	1.81	0.00	0.00	0.00	0.92	0.08	0.00
10981	-72	176	-187	0.05	-0.09	1.80	0.00	0.00	0.00	0.00	1.00	0.00
11016	-79	162	-235	-0.04	-0.16	1.77	0.00	0.00	0.00	0.00	1.00	0.00
11050	-83	140	-271	-0.05	-0.16	1.68	0.00	0.00	0.00	0.00	1.00	0.00
11086	-87	111	-324	-0.06	-0.21	1.59	0.00	0.00	0.00	0.00	1.00	0.00
11122	-88	86	-351	-0.07	-0.24	1.58	0.00	0.00	0.00	0.00	1.00	0.00
11157	-100	60	-358	0.03	-0.23	1.48	0.00	0.00	0.00	0.01	0.99	0.00
11193	-116	53	-325	0.11	-0.28	1.36	0.00	0.00	0.00	0.90	0.10	0.00
11227	-128	60	-276	0.14	-0.32	1.25	0.00	0.00	0.00	0.99	0.00	0.01
11262	-140	50	-221	0.15	-0.34	1.09	0.00	0.00	0.00	0.92	0.00	0.08
11297	-143	37	-181	0.18	-0.41	0.95	0.00	0.00	0.00	0.45	0.00	0.55
11332	-134	29	-166	0.13	-0.39	0.89	0.00	0.00	0.00	0.15	0.00	0.85
11368	-125	9	-169	0.17	-0.35	0.74	0.00	0.00	0.00	0.01	0.00	0.99
11402	-117	2	-181	0.16	-0.30	0.66	0.00	0.00	0.00	0.00	0.00	1.00
11437	-118	-15	-198	0.08	-0.22	0.51	0.00	0.00	0.00	0.00	0.00	1.00
11473	-114	-26	-201	0.14	-0.20	0.40	0.00	0.00	0.00	0.00	0.00	1.00
11508	-94	-10	-180	0.21	-0.22	0.27	0.00	0.00	0.00	0.00	0.00	1.00
11543	-69	21	-148	0.22	-0.23	0.22	0.00	0.00	0.00	0.00	0.00	1.00
11578	-38	50	-98	0.14	-0.18	0.12	0.00	0.00	0.00	0.00	0.00	1.00
11614	-17	87	-48	0.30	-0.22	0.12	0.00	0.00	0.00	0.00	0.00	1.00
11649	-3	137	-5	0.59	-0.19	0.12	0.00	0.00	0.00	0.00	0.00	1.00
11683	-40	34	-131	0.42	-0.01	-0.01	0.00	0.00	0.00	0.00	0.00	1.00
11719	-115	2	-216	0.87	0.01	0.10	0.00	0.00	0.00	0.00	0.00	1.00
11753	-140	92	-246	0.87	-0.08	0.11	0.00	0.00	0.00	0.00	0.00	1.00
11789	-148	66	-314	0.74	-0.20	0.13	0.00	0.00	0.00	0.00	0.00	1.00
11824	-117	-36	-292	1.08	-0.15	0.20	0.00	0.00	0.00	0.00	0.00	1.00
11859	-96	-21	-210	1.53	0.46	0.24	0.00	0.00	0.00	0.00	0.00	1.00
11894	-74	-20	-34	1.41	0.67	0.18	0.00	0.00	0.00	0.00	0.00	1.00
11929	-4	-47	43	1.02	0.09	0.19	0.00	0.00	0.00	0.00	0.00	1.00
11963	41	-19	27	0.95	0.07	0.26	0.00	0.00	0.00	0.01	0.00	0.99
11997	22	-9	7	0.97	0.18	0.34	0.00	0.00	0.00	0.08	0.00	0.92
12031	-51	4	-23	1.00	0.27	0.37	0.00	0.00	0.00	0.49	0.00	0.51
12065	-75	20	-41	0.95	0.18	0.37	0.00	0.00	0.00	0.72	0.00	0.28
12100	-56	12	-31	0.95	0.12	0.33	0.00	0.00	0.00	0.53	0.00	0.47
12134	4	4	5	0.94	0.12	0.33	0.00	0.00	0.00	0.45	0.00	0.55
12167	27	11	21	0.98	0.19	0.34	0.00	0.00	0.00	0.55	0.00	0.45
12201	18	11	25	0.97	0.20	0.36	0.00	0.00	0.00	0.65	0.00	0.35
12235	-15	12	18	0.97	0.13	0.36	0.00	0.00	0.00	0.76	0.00	0.24
12268	-26	15	24	1.01	0.12	0.36	0.00	0.00	0.00	0.98	0.00	0.02
12302	-28	16	35	1.05	0.18	0.32	0.00	0.00	0.00	0.99	0.00	0.01
12337	-24	6	64	1.06	0.20	0.33	0.00	0.00	0.00	0.97	0.00	0.03
12370	-21	13	90	1.02	0.19	0.32	0.00	0.00	0.00	0.92	0.00	0.08
12404	-10	14	140	0.95	0.15	0.29	0.00	0.00	0.00	0.99	0.00	0.01
12438	-4	14	188	0.89	0.16	0.25	0.00	0.00	0.00	0.99	0.00	0.01
12472	1	5	226	0.76	0.10	0.19	0.00	0.00	0.00	0.43	0.00	0.57
12505	14	-3	290	0.65	0.04	0.13	0.00	0.00	0.00	0.01	0.00	0.99
12539	19	2	342	0.51	0.02	0.10	0.00	0.00	0.00	0.00	0.00	1.00
12573	14	2	385	0.35	-0.00	0.07	0.00	0.00	0.00	0.00	0.00	1.00
12608	4	-13	425	0.10	-0.01	0.06	0.00	0.00	0.00	0.00	0.00	1.00
12641	-14	-30	437	-0.03	0.04	0.07	0.00	0.00	0.00	0.01	0.00	0.99
12676	-62	-73	359	-0.19	0.07	0.09	0.00	0.00	0.00	0.03	0.00	0.97
12710	-100	-128	314	-0.30	0.04	0.12	0.00	0.00	0.00	0.14	0.00	0.86
12745	-139	-195	280	-0.43	0.06	0.18	0.00	0.00	0.00	0.88	0.00	0.12
12780	-165	-330	297	-0.63	-0.20	0.42	0.00	0.00	0.00	0.90	0.00	0.10
12816	-134	-416	363	-0.48	-0.13	0.66	0.00	0.00	0.00	0.96	0.00	0.04
12851	-116	-500	328	-0.36	-0.47	1.22	0.00	0.00	0.00	1.00	0.00	0.00
12886	-23	-492	240	0.11	-0.62	1.62	0.00	0.00	0.00	0.99	0.00	0.01
12920	148	-356	169	0.54	-0.63	2.13	0.00	0.00	0.00	0.99	0.00	0.01
12955	228	-206	129	0.48	-0.33	2.20	0.00	0.00	0.00	1.00	0.00	0.00
12989	200	-96	122	0.10	0.02	2.22	0.00	0.00	0.00	1.00	0.00	0.00
13022	125	-119	136	-0.20	0.11	2.21	0.00	0.00	0.00	0.98	0.00	0.02
13057	63	-204	154	-0.33	-0.03	2.19	0.00	0.00	0.00	0.98	0.00	0.02
13092	27	-313	173	-0.16	-0.04	2.15	0.00	0.00	0.00	0.99	0.00	0.00
13127	4	-322	169	0.07	-0.10	2.06	0.00	0.00	0.00	0.98	0.00	0.02
13161	7	-245	141	0.26	-0.13	1.90	0.00	0.00	0.00	0.87	0.00	0.13
13195	12	-172	120	0.21	-0.07	1.76	0.00	0.00	0.00	0.61	0.00	0.39
13231	0	-116	90	0.08	-0.05	1.60	0.00	0.00	0.00	0.88	0.00	0.12
13265	-17	-121	70	-0.04	-0.02	1.50	0.00	0.00	0.00	0.96	0.00	0.04
13299	-31	-149	47	-0.04	-0.07	1.29	0.00	0.00	0.00	0.96	0.00	0.04
13335	-33	-168	15	0.06	-0.09	1.15	0.00	0.00	0.00	0.96	0.00	0.04
13370	-21	-143	-8	0.16	-0.11	1.00	0.00	0.00	0.00	0.96	0.00	0.04
13404	-8	-90	-32	0.16	-0.07	0.84	0.00	0.00	0.00	0.99	0.00	0.01
13440	-5	-46	-45	0.20	-0.07	0.78	0.00	0.00	0.00	0.98	0.00	0.02
13476	1	28	-53	0.24	-0.08	0.77	0.00	0.00	0.00	0.97	0.00	0.03
13510	-1	90	-52	0.27	-0.04	0.78	0.00	0.00	0.00	0.55	0.00	0.45
13546	-21	174	-50	0.26	-0.02	0.90	0.00	0.00	0.00	0.05	0.00	0.95
13580	-41	233	-52	0.26	-0.02	1.13	0.00	0.00	0.00	0.02	0.00	0.98
13614	-59	281	-66	0.10	-0.12	1.41	0.00	0.00	0.00	0.01	0.00	0.99
13650	-46	271	-81	-0.05	-0.17	1.63	0.00	0.00	0.00	0.00	0.00	1.00
13686	-26	220	-106	-0.04	-0.17	1.80	0.00	0.00	0.00	0.01	0.00	0.99
13720	-25	205	-130	0.04	-0.10	1.85	0.00	0.00	0.00	0.04	0.00	0.96
13755	-42	213	-168	0.05	-0.12	1.84	0.00	0.00	0.00	0.07	0.00	0.93
13790	-57	213	-197	0.01	-0.11	1.81	0.00	0.00	0.00	0.67	0.00	0.33
13826	-78	203	-241	-0.00	-0.14	1.79	0.00	0.00	0.00	0.96	0.00	0.04
13862	-88	192	-275	-0.07	-0.19	1.77	0.00	0.00	0.00	0.91	0.00	0.09
13897	-93	141	-331	-0.12	-0.22	1.65	0.00	0.00	0.00	0.81	0.00	0.19
13932	-92	105	-370	-0.08	-0.26	1.61	0.00	0.00	0.00	0.79	0.00	0.21
13967	-94	67	-410	0.01	-0.20	1.44	0.00	0.00	0.00	0.80	0.00	0.20
14002	-101	57	-416	0.07	-0.21	1.30	0.00	0.00	0.00	0.46	0.00	0.54
14037	-109	40	-385	0.09	-0.23	1.19	0.00	0.00	0.00	0.27	0.00	0.73
14072	-119	31	-326	0.15	-0.26	1.06	0.00	0.00	0.00	0.01	0.00	0.99
14107	-107	37	-244	0.24	-0.29	0.86	0.00	0.00	0.00	0.00	0.00	1.00
14143	-96	46	-182	0.17	-0.33	0.82	0.00	0.00	0.00	0.00	0.00	1.00
14177	-75	45	-139	0.15	-0.33	0.69	0.00	0.00	0.00	0.00	0.00	1.00
14212	-52	41	-112	0.15	-0.29	0.62	0.00	0.00	0.00	0.00	0.00	1.00
14247	-45	44	-112	0.09	-0.22	0.50	0.00	0.00	0.00	0.00	0.00	1.00
14284	-54	35	-121	0.09	-0.18	0.41	0.00	0.00	0.00	0.00	0.00	1.00
14318	-61	37	-124	0.13	-0.20	0.27	0.00	0.00	0.00	0.00	0.00	1.00
14353	-50	67	-97	0.28	-0.24	0.25	0.00	0.00	0.00	0.00	0.00	1.00
14388	-38	100	-54	0.39	-0.12	0.23	0.00	0.00	0.00	0.00	0.00	1.00
14423	-65	-44	-154	0.21	-0.16	0.13	0.00	0.00	0.00	0.00	0.00	1.00
14458	-72	-102	-203	0.64	-0.16	0.22	0.00	0.00	0.00	0.00	0.00	1.00
14493	-70	10	-184	0.69	-0.17	0.22	0.00	0.00	0.00	0.00	0.00	1.00
14528	-72	78	-221	0.71	-0.09	0.26	0.00	0.00	0.00	0.00	0.00	1.00
14563	-95	26	-279	0.67	-0.04	0.24	0.00	0.00	0.00	0.00	0.00	1.00
14598	-107	13	-242	0.79	-0.02	0.33	0.00	0.00	0.00	0.00	0.00	1.00
14632	-117	34	-194	0.94	0.08	0.39	0.00	0.00	0.00	0.00	0.00	1.00
14667	-123	31	-185	0.92	0.14	0.47	0.00	0.00	0.00	0.00	0.00	1.00
14701	-114	-1	-170	1.12	0.54	0.58	0.00	0.00	0.00	0.00	0.00	1.00
14736	-64	-34	-57	1.08	0.43	0.53	0.00	0.00	0.00	0.00	0.00	1.00
14771	-3	-36	69	0.98	0.17	0.48	0.00	0.00	0.00	0.00	0.00	1.00
14805	32	-7	88	0.96	0.17	0.55	0.00	0.00	0.00	0.02	0.00	0.98
14839	19	10	33	0.90	0.20	0.58	0.00	0.00	0.00	0.04	0.00	0.96
14874	-35	18	-1	0.90	0.18	0.58	0.00	0.00	0.00	0.15	0.00	0.85
14908	-60	11	12	0.93	0.19	0.56	0.00	0.00	0.00	0.49	0.00	0.51
14941	-60	-8	42	0.97	0.17	0.54	0.00	0.00	0.00	0.44	0.00	0.56
14977	-34	-15	87	0.97	0.15	0.50	0.00	0.00	0.00	0.24	0.00	0.76
15011	-26	-18	121	0.95	0.15	0.48	0.00	0.00	0.00	0.23	0.00	0.77
15045	-25	-24	187	0.93	0.15	0.43	0.00	0.00	0.00	0.26	0.00	0.74
15080	-23	-30	251	0.84	0.08	0.34	0.00	0.00	0.00	0.44	0.00	0.56
15115	-5	-42	329	0.72	-0.04	0.22	0.00	0.00	0.00	0.85	0.00	0.15
15149	13	-47	387	0.59	-0.12	0.17	0.00	0.00	0.00	0.95	0.00	0.05
15184	27	-48	436	0.38	-0.14	0.12	0.00	0.00	0.00	0.94	0.00	0.06
15218	22	-55	455	0.24	-0.10	0.09	0.00	0.00	0.00	0.98	0.00	0.02
15252	-4	-52	462	0.07	-0.07	0.10	0.00	0.00	0.00	1.00	0.00	0.00
15288	-52	-89	393	-0.12	-0.02	0.09	0.00	0.00	0.00	1.00	0.00	0.00
15322	-92	-142	281	-0.29	-0.01	0.15	0.00	0.00	0.00	1.00	0.00	0.00
15358	-124	-246	176	-0.39	-0.05	0.24	0.00	0.00	0.00	0.98	0.00	0.02
15393	-126	-338	187	-0.50	-0.16	0.38	0.00	0.00	0.00	0.72	0.00	0.28
15429	-93	-419	280	-0.28	-0.20	0.64	0.00	0.00	0.00	0.17	0.00	0.83
15465	-69	-426	294	-0.07	-0.18	0.98	0.00	0.00	0.00	0.13	0.00	0.87
15500	-26	-335	236	0.24	-0.44	1.47	0.00	0.00	0.00	0.17	0.00	0.83
15535	84	-232	225	0.36	-0.57	1.77	0.00	0.00	0.00	0.38	0.00	0.62
15571	186	-117	209	0.19	-0.21	1.97	0.00	0.00	0.00	0.94	0.00	0.06
15604	166	-92	189	-0.07	-0.09	2.12	0.00	0.00	0.00	1.00	0.00	0.00
15639	123	-146	172	-0.22	-0.10	2.20	0.00	0.00	0.00	0.99	0.00	0.01
15675	74	-206	157	-0.29	-0.04	2.12	0.00	0.00	0.00	1.00	0.00	0.00
15710	18	-280	165	-0.11	-0.11	1.89	0.00	0.00	0.00	0.93	0.07	0.00
15745	-3	-275	174	0.02	-0.12	1.89	0.00	0.00	0.00	0.96	0.04	0.00
15779	-19	-250	177	0.04	-0.18	1.91	0.00	0.00	0.00	1.00	0.00	0.00
15814	-17	-217	165	0.05	-0.20	1.82	0.00	0.00	0.00	1.00	0.00	0.00
15849	-17	-196	147	0.05	-0.15	1.73	0.00	0.00	0.00	0.81	0.19	0.00
15885	-28	-177	112	0.01	-0.12	1.54	0.00	0.00	0.00	0.97	0.03	0.00
15920	-48	-179	85	0.03	-0.06	1.41	0.00	0.00	0.00	1.00	0.00	0.00
15954	-69	-170	53	0.07	-0.12	1.29	0.00	0.00	0.00	0.98	0.01	0.00
15989	-62	-154	26	0.11	-0.16	1.16	0.00	0.00	0.00	0.94	0.06	0.00
16024	-36	-120	-9	0.14	-0.15	0.98	0.00	0.00	0.00	1.00	0.00	0.00
16059	-16	-86	-32	0.17	-0.15	0.87	0.00	0.00	0.00	0.98	0.00	0.02
16094	7	-34	-52	0.20	-0.13	0.81	0.00	0.00	0.00	0.95	0.00	0.05
16129	19	13	-60	0.23	-0.13	0.78	0.00	0.00	0.00	0.77	0.00	0.23
16163	26	86	-57	0.30	-0.08	0.82	0.00	0.00	0.00	0.39	0.00	0.61
16198	17	155	-53	0.33	-0.09	0.93	0.00	0.00	0.00	0.15	0.00	0.85
16232	9	219	-52	0.27	-0.11	1.12	0.00	0.00	0.00	0.06	0.00	0.94
16266	7	274	-72	0.18	-0.17	1.35	0.00	0.00	0.00	0.04	0.00	0.96
16301	14	270	-99	0.03	-0.18	1.52	0.00	0.00	0.00	0.07	0.00	0.93
16336	24	225	-139	-0.03	-0.19	1.74	0.00	0.00	0.00	0.27	0.00	0.73
16370	22	181	-169	-0.00	-0.11	1.80	0.00	0.00	0.00	0.84	0.00	0.16
16406	-2	155	-212	0.15	-0.05	1.83	0.00	0.00	0.00	1.00	0.00	0.00
16440	-37	170	-235	0.19	0.00	1.88	0.00	0.00	0.00	0.88	0.12	0.00
16475	-78	182	-252	0.11	-0.07	1.84	0.00	0.00	0.00	0.09	0.91	0.00
16509	-108	167	-268	0.06	-0.12	1.88	0.00	0.00	0.00	0.01	0.99	0.00
16544	-110	135	-270	0.04	-0.16	1.76	0.00	0.00	0.00	0.01	0.99	0.00
16579	-112	94	-269	0.08	-0.14	1.68	0.00	0.00	0.00	0.00	1.00	0.00
16615	-122	76	-262	0.11	-0.15	1.56	0.00	0.00	0.00	0.23	0.77	0.00
16650	-130	46	-241	0.10	-0.18	1.43	0.00	0.00	0.00	0.88	0.12	0.00
16683	-133	20	-210	0.12	-0.17	1.27	0.00	0.00	0.00	1.00	0.00	0.00
16719	-137	2	-170	0.24	-0.25	1.05	0.00	0.00	0.00	0.95	0.00	0.05
16754	-130	9	-143	0.20	-0.27	0.99	0.00	0.00	0.00	0.78	0.00	0.22
16789	-120	9	-114	0.18	-0.31	0.83	0.00	0.00	0.00	0.27	0.00	0.73
16825	-111	11	-102	0.16	-0.29	0.67	0.00	0.00	0.00	0.03	0.00	0.97
16859	-98	1	-83	0.05	-0.26	0.56	0.00	0.00	0.00	0.00	0.00	1.00
16894	-101	-24	-76	0.01	-0.22	0.46	0.00	0.00	0.00	0.00	0.00	1.00
16930	-107	-45	-90	0.10	-0.25	0.28	0.00	0.00	0.00	0.00	0.00	1.00
16965	-103	-35	-119	0.14	-0.26	0.22	0.00	0.00	0.00	0.00	0.00	1.00
17001	-84	-8	-171	0.30	-0.36	0.21	0.00	0.00	0.00	0.00	0.00	1.00
17036	-34	52	-173	0.28	-0.41	0.18	0.00	0.00	0.00	0.00	0.00	1.00
17071	22	114	-134	0.29	-0.39	0.01	0.00	0.00	0.00	0.00	0.00	1.00
17106	15	113	-154	0.22	-0.27	0.03	0.00	0.00	0.00	0.00	0.00	1.00
17141	-17	62	-235	0.42	-0.38	0.10	0.00	0.00	0.00	0.00	0.00	1.00
17175	-31	53	-235	0.45	-0.28	0.10	0.00	0.00	0.00	0.00	0.00	1.00
17210	-71	51	-201	0.78	-0.24	0.14	0.00	0.00	0.00	0.00	0.00	1.00
17245	-143	69	-170	0.94	-0.21	0.11	0.00	0.00	0.00	0.00	0.00	1.00
17280	-192	81	-184	1.13	-0.17	0.24	0.00	0.00	0.00	0.00	0.00	1.00
17315	-223	109	-179	1.03	-0.19	0.29	0.00	0.00	0.00	0.00	0.00	1.00
17350	-222	77	-175	0.93	-0.26	0.39	0.00	0.00	0.00	0.00	0.00	1.00
17384	-186	50	-162	1.03	-0.26	0.43	0.00	0.00	0.00	0.00	0.00	1.00
17419	-160	55	-164	1.10	-0.15	0.44	0.00	0.00	0.00	0.00	0.00	1.00
17454	-63	-48	-104	1.25	0.09	0.40	0.00	0.00	0.00	0.08	0.00	0.92
17488	17	-44	34	1.12	-0.01	0.37	0.00	0.00	0.00	0.29	0.00	0.71
17523	44	-14	86	1.06	0.06	0.40	0.00	0.00	0.00	0.18	0.00	0.82
17557	11	3	22	0.96	0.11	0.42	0.00	0.00	0.00	0.26	0.00	0.74
17591	-34	24	-11	0.94	0.07	0.43	0.00	0.00	0.00	0.43	0.00	0.57
17625	-69	30	10	0.97	-0.02	0.47	0.00	0.00	0.00	0.43	0.00	0.57
17659	-63	5	33	1.00	-0.08	0.44	0.00	0.00	0.00	0.28	0.00	0.72
17693	-34	8	66	1.03	-0.08	0.41	0.00	0.00	0.00	0.63	0.00	0.37
17728	-8	4	94	1.00	-0.08	0.39	0.00	0.00	0.00	0.92	0.00	0.08
17762	-8	-11	118	1.01	-0.04	0.36	0.00	0.00	0.00	0.97	0.00	0.03
17797	-23	-23	189	0.93	-0.07	0.26	0.00	0.00	0.00	0.98	0.00	0.02
17832	-21	-22	256	0.81	-0.13	0.19	0.00	0.00	0.00	0.98	0.00	0.02
17866	-5	-31	321	0.58	-0.20	0.12	0.00	0.00	0.00	0.99	0.00	0.01
17901	12	-36	355	0.46	-0.21	0.10	0.00	0.00	0.00	1.00	0.00	0.00
17936	18	-12	389	0.33	-0.16	0.08	0.00	0.00	0.00	1.00	0.00	0.00
17971	10	5	412	0.15	-0.11	0.06	0.00	0.00	0.00	1.00	0.00	0.00
18004	-7	3	413	0.03	-0.04	0.07	0.00	0.00	0.00	1.00	0.00	0.00
18039	-52	-33	357	-0.20	0.02	0.07	0.00	0.00	0.00	0.99	0.00	0.01
18074	-95	-93	293	-0.28	0.07	0.11	0.00	0.00	0.00	0.99	0.00	0.01
18109	-153	-215	247	-0.62	0.04	0.23	0.00	0.00	0.00	1.00	0.00	0.00
18144	-183	-339	243	-0.58	-0.03	0.37	0.00	0.00	0.00	1.00	0.00	0.00
18179	-175	-473	277	-0.41	-0.14	0.68	0.00	0.00	0.00	0.99	0.01	0.00
18214	-168	-500	240	-0.08	-0.14	1.03	0.00	0.00	0.00	0.99	0.01	0.00
18250	-99	-408	196	0.41	-0.69	1.82	0.00	0.00	0.00	1.00	0.00	0.00
18284	77	-250	187	0.52	-0.84	2.06	0.00	0.00	0.00	1.00	0.00	0.00
18318	224	-142	193	0.21	-0.40	2.19	0.00	0.00	0.00	1.00	0.00	0.00
18353	237	-111	182	0.04	0.06	2.08	0.00	0.00	0.00	0.99	0.01	0.00
18387	137	-140	159	-0.15	0.18	2.09	0.00	0.00	0.00	1.00	0.00	0.00
18421	21	-234	124	-0.24	0.07	2.06	0.00	0.00	0.00	0.92	0.08	0.00
18456	-17	-290	101	-0.09	-0.05	2.04	0.00	0.00	0.00	0.01	0.99	0.00
18491	-15	-282	74	0.09	-0.11	2.00	0.00	0.00	0.00	0.14	0.86	0.00
18525	4	-245	48	0.17	-0.16	1.87	0.00	0.00	0.00	0.99	0.01	0.00
18560	33	-202	21	0.13	-0.10	1.72	0.00	0.00	0.00	0.99	0.00	0.01
18596	41	-169	-9	0.10	-0.05	1.64	0.00	0.00	0.00	0.95	0.00	0.05
18629	35	-163	-23	0.02	-0.01	1.52	0.00	0.00	0.00	0.90	0.00	0.10
18665	20	-178	-35	0.02	-0.02	1.32	0.00	0.00	0.00	0.92	0.00	0.08
18699	13	-175	-46	0.07	-0.01	1.20	0.00	0.00	0.00	0.89	0.00	0.11
18732	5	-144	-67	0.15	-0.04	1.02	0.00	0.00	0.00	0.91	0.00	0.09
18767	8	-102	-83	0.20	-0.07	0.94	0.00	0.00	0.00	0.80	0.00	0.20
18801	16	-51	-100	0.20	-0.08	0.83	0.00	0.00	0.00	0.63	0.00	0.37
18835	13	8	-111	0.21	-0.00	0.76	0.00	0.00	0.00	0.44	0.00	0.56
18869	-10	62	-113	0.27	0.05	0.76	0.00	0.00	0.00	0.13	0.00	0.87
18902	-46	119	-114	0.24	0.14	0.78	0.00	0.00	0.00	0.02	0.00	0.98
18936	-118	179	-123	0.27	0.15	0.87	0.00	0.00	0.00	0.01	0.00	0.99
18970	-164	216	-127	0.19	0.10	1.06	0.00	0.00	0.00	0.01	0.00	0.99
19003	-184	212	-125	-0.00	-0.06	1.37	0.00	0.00	0.00	0.03	0.00	0.97
19038	-166	158	-121	-0.02	-0.05	1.62	0.00	0.00	0.00	0.27	0.00	0.73
19073	-146	114	-121	-0.00	-0.11	1.76	0.00	0.00	0.00	0.80	0.00	0.20
19107	-115	83	-127	0.06	-0.05	1.77	0.00	0.00	0.00	0.96	0.00	0.04
19141	-132	80	-146	0.14	0.02	1.85	0.00	0.00	0.00	1.00	0.00	0.00
19175	-168	94	-173	0.12	-0.02	1.82	0.00	0.00	0.00	0.16	0.84	0.00
19209	-213	100	-208	0.09	-0.13	1.85	0.00	0.00	0.00	0.01	0.99	0.00
19243	-214	86	-223	0.01	-0.30	1.87	0.00	0.00	0.00	0.02	0.98	0.00
19278	-182	41	-214	0.04	-0.31	1.79	0.00	0.00	0.00	0.60	0.40	0.00
19312	-169	35	-199	0.15	-0.30	1.73	0.00	0.00	0.00	0.99	0.01	0.00
19348	-180	36	-153	0.10	-0.29	1.56	0.00	0.00	0.00	1.00	0.00	0.00
19384	-192	28	-127	0.10	-0.32	1.40	0.00	0.00	0.00	0.98	0.00	0.02
19418	-187	19	-74	0.14	-0.42	1.17	0.00	0.00	0.00	0.84	0.00	0.16
19454	-170	14	-44	0.12	-0.46	1.06	0.00	0.00	0.00	0.22	0.00	0.78
19489	-152	14	-29	0.18	-0.47	0.90	0.00	0.00	0.00	0.06	0.00	0.94
19524	-146	27	-56	0.17	-0.46	0.79	0.00	0.00	0.00	0.01	0.00	0.99
19557	-146	37	-85	0.11	-0.41	0.70	0.00	0.00	0.00	0.00	0.00	1.00
19592	-153	26	-120	0.06	-0.38	0.59	0.00	0.00	0.00	0.00	0.00	1.00
19627	-162	17	-141	0.11	-0.34	0.47	0.00	0.00	0.00	0.00	0.00	1.00
19663	-174	15	-169	0.13	-0.29	0.28	0.00	0.00	0.00	0.00	0.00	1.00
19697	-169	39	-185	0.29	-0.26	0.19	0.00	0.00	0.00	0.00	0.00	1.00
19732	-146	106	-206	0.37	-0.34	0.09	0.00	0.00	0.00	0.00	0.00	1.00
19768	-99	168	-170	0.17	-0.26	0.07	0.00	0.00	0.00	0.00	0.00	1.00
19803	-79	181	-97	0.56	-0.30	-0.15	0.00	0.00	0.00	0.00	0.00	1.00
19838	-84	190	-95	0.17	-0.09	-0.11	0.00	0.00	0.00	0.00	0.00	1.00
19874	-134	106	-117	0.48	-0.13	-0.04	0.00	0.00	0.00	0.00	0.00	1.00
19909	-161	53	-157	0.67	-0.20	0.04	0.00	0.00	0.00	0.00	0.00	1.00
19944	-144	87	-147	0.81	-0.25	0.03	0.00	0.00	0.00	0.00	0.00	1.00
19979	-130	117	-146	0.88	-0.19	0.10	0.00	0.00	0.00	0.00	0.00	1.00
20014	-153	116	-166	0.97	-0.08	0.14	0.00	0.00	0.00	0.00	0.00	1.00
