Time	Gx	Gy	Gz	Ax	Ay	Az
4756	-0.21	-0.20	-0.27	0.11	0.01	0.96
4774	-0.15	-0.21	-0.37	0.11	0.01	0.97
4794	-0.15	-0.21	-0.34	0.11	0.01	0.96
4813	-0.08	-0.26	-0.41	0.11	0.01	0.96
4832	-0.09	-0.34	-0.35	0.11	0.01	0.97
4851	-0.02	-0.34	-0.40	0.11	0.01	0.96
4870	0.02	-0.32	-0.40	0.11	0.01	0.97
4889	-0.08	-0.23	-0.31	0.11	0.01	0.96
4907	-0.11	-0.18	-0.35	0.11	0.01	0.96
4927	-0.21	-0.17	-0.37	0.11	0.01	0.96
4946	-0.06	-0.27	-0.37	0.11	0.01	0.97
4964	0.03	-0.21	-0.31	0.11	0.01	0.96
4983	-0.12	-0.29	-0.37	0.11	0.01	0.97
5002	-0.09	-0.27	-0.35	0.11	0.01	0.97
5022	-0.14	-0.23	-0.29	0.11	0.01	0.96
5040	-0.11	-0.37	-0.37	0.11	0.01	0.97
5060	-0.11	-0.27	-0.32	0.11	0.01	0.97
5078	-0.23	-0.20	-0.31	0.11	0.01	0.96
5097	-0.09	-0.18	-0.40	0.11	0.01	0.96
5117	0.03	-0.24	-0.32	0.10	-0.00	0.93
5135	0.21	-0.24	-0.32	0.12	0.01	1.05
5155	0.40	-0.06	-0.47	0.10	0.01	0.89
5173	0.05	-0.21	-0.29	0.11	0.01	0.96
5191	-0.15	-0.15	-0.31	0.11	0.01	0.97
5210	-0.41	-0.34	-0.29	0.11	0.00	0.95
5229	-0.02	-0.34	-0.26	0.11	0.00	0.98
5248	0.29	-0.26	-0.35	0.11	0.00	0.94
5267	0.20	-0.31	-0.32	0.12	0.01	0.99
5285	0.17	-0.23	-0.46	0.11	0.01	0.97
5303	-0.06	-0.06	-0.32	0.11	0.01	0.96
5322	-0.34	-0.06	-0.31	0.11	0.01	0.97
5342	-0.29	-0.14	-0.37	0.11	0.00	0.96
5361	0.09	-0.20	-0.38	0.11	0.01	0.97
5379	0.08	-0.27	-0.27	0.11	0.01	0.96
5398	-0.05	-0.29	-0.34	0.11	0.01	0.97
5416	-0.15	-0.38	-0.35	0.11	0.01	0.96
5436	-0.34	-0.27	-0.37	0.11	0.01	0.96
5455	-0.09	-0.15	-0.38	0.11	0.01	0.96
5473	0.02	-0.17	-0.37	0.11	0.01	0.97
5492	-0.03	-0.14	-0.38	0.11	0.01	0.96
5511	0.02	-0.15	-0.41	0.11	0.01	0.96
5531	-0.12	-0.14	-0.34	0.11	0.01	0.97
5549	-0.20	-0.26	-0.32	0.11	0.01	0.96
5569	-0.09	-0.26	-0.29	0.11	0.01	0.96
5587	0.03	-0.29	-0.26	0.11	0.01	0.96
5605	-0.08	-0.26	-0.38	0.11	0.01	0.97
5625	-0.15	-0.17	-0.31	0.11	0.01	0.96
5644	-0.15	-0.15	-0.43	0.11	0.01	0.97
5664	-0.18	-0.17	-0.38	0.11	0.01	0.97
5682	-0.18	-0.26	-0.38	0.11	0.01	0.96
5700	-0.12	-0.24	-0.40	0.11	0.01	0.97
5720	-0.17	-0.18	-0.31	0.11	0.01	0.96
5739	0.00	-0.37	-0.41	0.11	0.01	0.96
5758	0.06	-0.20	-0.32	0.11	0.00	0.96
5776	0.00	-0.26	-0.38	0.11	0.01	0.97
5795	0.11	-0.18	-0.43	0.11	0.01	0.98
5813	-0.12	-0.17	-0.37	0.11	0.01	0.96
5832	-0.34	-0.32	-0.29	0.11	0.01	0.97
5851	-0.44	-0.31	-0.26	0.11	0.01	0.96
5870	-0.27	-0.31	-0.31	0.11	0.00	0.96
5888	0.03	-0.46	-0.23	0.11	0.00	0.97
5906	0.09	-0.35	-0.32	0.11	0.01	0.97
5924	0.05	-0.27	-0.32	0.11	0.01	0.96
5944	-0.21	-0.24	-0.31	0.11	0.01	0.97
5963	-0.24	-0.18	-0.31	0.11	0.01	0.96
5982	0.02	-0.17	-0.38	0.11	0.00	0.97
6000	0.11	-0.18	-0.40	0.11	0.01	0.97
6018	0.00	-0.18	-0.38	0.11	0.01	0.96
6038	-0.02	-0.20	-0.34	0.11	0.01	0.97
6056	-0.14	-0.26	-0.38	0.11	0.01	0.96
6076	-0.20	-0.31	-0.35	0.11	0.01	0.97
6094	-0.09	-0.29	-0.34	0.11	0.01	0.97
6113	-0.02	-0.29	-0.41	0.11	0.01	0.96
6132	-0.05	-0.17	-0.31	0.11	0.01	0.97
6152	-0.11	-0.27	-0.40	0.11	0.01	0.96
6171	-0.08	-0.18	-0.31	0.11	0.01	0.96
6190	-0.08	-0.20	-0.37	0.11	0.01	0.97
6209	-0.11	-0.14	-0.32	0.11	0.01	0.96
6228	-0.05	-0.27	-0.37	0.11	0.01	0.96
6247	0.00	-0.24	-0.35	0.11	0.01	0.96
6266	-0.09	-0.29	-0.37	0.11	0.01	0.97
6284	-0.14	-0.20	-0.37	0.11	0.01	0.96
6304	-0.06	-0.26	-0.32	0.11	0.01	0.97
6322	-0.12	-0.21	-0.41	0.11	0.01	0.97
6341	-0.17	-0.21	-0.32	0.11	0.01	0.96
6361	-0.08	-0.27	-0.34	0.11	0.01	0.97
6379	0.00	-0.21	-0.35	0.11	0.00	0.96
6398	-0.18	-0.24	-0.38	0.11	0.01	0.97
6416	0.00	-0.21	-0.38	0.11	0.01	0.96
6434	-0.11	-0.21	-0.31	0.11	0.01	0.97
6454	-0.15	-0.29	-0.31	0.11	0.01	0.97
6473	-0.06	-0.26	-0.38	0.11	0.01	0.96
6493	-0.08	-0.26	-0.32	0.11	0.01	0.96
6511	-0.08	-0.20	-0.34	0.11	0.01	0.96
6530	-0.06	-0.20	-0.35	0.11	0.00	0.95
6550	0.12	-0.31	-0.44	0.11	0.01	0.99
6568	-0.02	-0.23	-0.37	0.11	0.01	0.94
6587	-0.41	-0.29	-0.34	0.11	0.01	0.98
6606	-0.37	-0.29	-0.46	0.11	0.01	0.95
6625	-0.31	-0.37	-0.32	0.11	0.00	0.98
6644	-0.17	-0.26	-0.23	0.11	0.00	0.96
6663	-0.09	-0.40	-0.37	0.11	0.01	0.96
6682	-0.14	-0.23	-0.43	0.11	0.01	0.96
6701	-0.09	-0.23	-0.29	0.11	0.01	0.96
6720	-0.17	-0.20	-0.34	0.11	0.01	0.97
6739	-0.18	-0.20	-0.35	0.11	0.01	0.97
6759	-0.12	-0.20	-0.27	0.11	0.01	0.97
6777	-0.11	-0.17	-0.35	0.11	0.01	0.96
6796	-0.09	-0.31	-0.26	0.11	0.01	0.97
6815	-0.12	-0.31	-0.31	0.11	0.01	0.96
6834	-0.17	-0.29	-0.43	0.11	0.01	0.97
6853	-0.17	-0.26	-0.38	0.11	0.01	0.97
6872	-0.15	-0.26	-0.40	0.11	0.01	0.97
6891	-0.03	-0.29	-0.37	0.11	0.01	0.96
6910	-0.09	-0.20	-0.34	0.11	0.01	0.97
6929	-0.05	-0.27	-0.34	0.11	0.01	0.96
6948	-0.15	-0.24	-0.40	0.11	0.01	0.96
