Time	Gx	Gy	Gz	Ax	Ay	Az
11464	3.52	25.12	0.06	0.15	-0.00	1.19
11481	4.01	35.92	3.63	0.09	-0.01	1.22
11499	4.18	33.66	7.19	0.01	-0.02	1.28
11517	5.25	23.03	9.86	-0.03	-0.02	1.30
11535	6.97	7.42	11.58	-0.07	-0.02	1.29
11554	8.30	-1.51	12.16	-0.06	-0.01	1.30
11573	10.64	-19.07	11.92	-0.05	-0.02	1.30
11591	13.08	-34.21	9.72	-0.02	-0.02	1.28
11611	13.87	-44.42	7.74	0.02	0.02	1.30
11628	10.57	-48.58	7.32	0.09	0.06	1.34
11646	3.14	-44.78	7.31	0.16	0.07	1.35
11664	-0.99	-39.67	7.48	0.19	0.07	1.35
11682	-7.42	-25.56	7.80	0.22	0.04	1.39
11701	-9.60	-9.77	7.97	0.21	0.01	1.43
11719	-9.11	3.68	8.45	0.18	-0.00	1.39
11738	-7.05	12.53	9.89	0.12	-0.01	1.38
11756	-5.66	13.98	10.36	0.08	-0.01	1.39
11775	-2.03	11.73	9.32	0.05	-0.01	1.43
11793	-0.20	6.35	6.07	0.04	0.02	1.47
11811	0.47	0.87	2.59	0.04	0.01	1.50
11829	2.03	-5.65	0.44	0.03	0.02	1.53
11846	1.97	-8.99	-0.40	0.04	0.03	1.54
11864	-0.70	-12.91	-2.67	0.08	0.05	1.53
11884	-3.75	-12.04	-4.24	0.12	0.04	1.48
11902	-6.33	-8.15	-3.88	0.13	0.05	1.46
11920	-9.37	-2.17	-3.89	0.16	0.03	1.46
11940	-10.10	1.89	-4.00	0.15	0.01	1.45
11957	-9.83	9.23	-3.81	0.13	0.01	1.44
11976	-8.15	13.58	-2.76	0.11	-0.01	1.44
11994	-6.20	16.69	-1.31	0.12	0.01	1.43
12012	-5.20	21.15	-0.70	0.13	-0.00	1.42
12031	-4.15	23.68	-0.41	0.11	-0.01	1.39
12050	-2.24	27.56	0.85	0.10	-0.01	1.37
12068	-1.22	28.93	3.46	0.07	-0.01	1.31
12087	-1.86	29.19	6.64	0.07	-0.01	1.21
12105	-2.72	30.62	9.84	0.08	-0.01	1.12
12123	-2.84	33.66	11.81	0.09	-0.02	1.04
12141	-2.52	35.92	12.08	0.10	-0.02	0.99
12160	-1.40	42.19	11.96	0.10	-0.03	0.88
12178	-1.01	50.05	11.84	0.10	-0.02	0.77
12196	-0.99	58.58	11.64	0.09	-0.02	0.67
12215	-0.90	66.16	10.33	0.08	-0.03	0.57
12233	-0.90	69.73	9.32	0.08	-0.03	0.52
12252	-0.32	76.00	7.32	0.05	-0.04	0.42
12269	0.73	80.20	5.95	0.03	-0.05	0.34
12288	1.56	82.24	5.66	0.01	-0.04	0.29
12306	2.33	82.28	6.62	-0.00	-0.05	0.27
12324	3.20	81.94	7.16	0.00	-0.06	0.27
12341	5.02	83.07	6.93	0.03	-0.04	0.29
12359	4.36	85.92	6.35	0.03	-0.01	0.32
12377	3.23	87.40	6.73	-0.07	0.01	0.39
12395	-0.32	81.28	8.83	-0.18	0.01	0.44
12414	-3.08	50.03	13.11	-0.41	-0.02	0.57
12432	-1.53	-1.85	16.66	-0.42	-0.04	0.73
12452	2.03	-45.23	18.13	-0.22	-0.02	0.93
12470	3.95	-62.55	16.88	0.04	0.02	1.09
12488	3.16	-59.40	14.63	0.26	0.05	1.19
12507	-0.79	-33.58	7.22	0.31	0.04	1.20
12524	-3.89	2.06	-0.67	0.24	0.01	1.16
12543	-5.11	22.98	-6.56	0.04	-0.03	1.08
12562	-3.63	21.27	-9.06	-0.12	-0.05	0.98
12580	-2.29	13.78	-9.51	-0.22	-0.06	0.87
12600	0.95	-8.90	-8.70	-0.21	-0.05	0.80
12619	3.54	-32.01	-5.97	-0.17	-0.06	0.78
12638	5.87	-45.96	-1.60	-0.07	-0.04	0.78
12657	5.69	-47.01	3.69	0.02	-0.02	0.79
12675	2.84	-38.35	8.38	0.06	-0.00	0.80
12693	-1.27	-26.00	10.71	0.07	-0.00	0.84
12711	-2.72	-19.93	10.83	0.05	-0.02	0.86
12729	-3.49	-11.95	10.07	-0.00	-0.04	0.90
12748	-3.57	-10.19	6.85	-0.06	-0.03	0.95
12767	-4.03	-14.77	0.37	-0.09	-0.04	0.98
12786	-2.87	-22.02	-6.82	-0.10	-0.05	0.99
12805	-1.42	-27.15	-13.21	-0.04	-0.04	0.98
12825	-1.33	-26.03	-18.33	-0.01	-0.02	0.96
12844	-2.04	-23.94	-20.05	0.00	-0.01	0.93
12862	-3.72	-19.50	-21.03	-0.00	-0.01	0.92
12881	-5.62	-14.95	-19.88	0.01	-0.01	0.88
12901	-6.74	-9.52	-16.97	0.03	-0.01	0.85
12920	-8.50	-1.39	-13.44	0.07	0.01	0.82
12938	-12.18	10.68	-11.00	0.10	0.01	0.78
12956	-13.46	17.64	-10.22	0.11	-0.02	0.76
12974	-13.92	31.22	-8.70	0.10	-0.03	0.75
12992	-11.64	41.76	-8.54	0.07	-0.05	0.75
13010	-8.00	47.15	-10.27	0.02	-0.05	0.76
13029	-3.45	46.40	-13.46	-0.02	-0.06	0.77
13048	1.25	40.51	-17.49	-0.06	-0.05	0.76
13066	3.31	34.88	-19.87	-0.10	-0.05	0.75
13084	7.22	18.91	-24.35	-0.15	-0.05	0.72
13103	11.02	-3.11	-27.74	-0.19	-0.05	0.67
13122	14.11	-30.01	-30.96	-0.22	-0.04	0.60
13141	15.91	-58.94	-34.07	-0.21	-0.03	0.50
13159	16.57	-72.65	-35.03	-0.17	-0.04	0.44
13180	18.08	-106.66	-34.06	-0.12	-0.03	0.44
13199	18.22	-114.99	-32.09	-0.08	-0.03	0.46
13219	18.59	-123.52	-24.78	0.04	-0.03	0.55
13238	17.49	-117.28	-14.42	0.18	0.00	0.64
13256	13.53	-95.90	-3.43	0.29	0.02	0.73
13274	8.91	-65.08	6.30	0.33	0.02	0.81
13292	6.91	-48.87	9.89	0.32	0.01	0.89
13310	4.91	-18.11	13.73	0.31	0.00	0.94
13328	6.09	9.06	16.19	0.28	-0.00	1.03
13346	5.91	29.46	19.04	0.20	0.03	1.15
13362	4.85	35.60	20.19	0.09	0.03	1.28
13380	3.46	36.85	21.50	0.03	0.02	1.34
13397	3.94	23.94	22.60	-0.04	0.01	1.41
13416	4.52	3.63	22.98	-0.06	0.01	1.42
13434	5.16	-7.31	23.09	-0.02	0.01	1.40
13452	5.84	-26.63	22.20	0.00	0.01	1.37
13470	4.84	-39.79	20.90	0.05	0.01	1.30
13487	3.66	-48.66	19.91	0.07	0.02	1.28
13506	2.64	-54.57	17.30	0.10	0.02	1.29
13524	2.75	-56.20	15.27	0.11	0.01	1.29
13541	4.33	-55.77	11.78	0.15	0.00	1.29
13560	5.87	-51.15	8.44	0.17	0.01	1.30
13577	6.42	-43.84	4.56	0.17	0.02	1.31
13596	5.74	-40.47	2.66	0.17	0.03	1.32
13614	2.47	-33.63	-1.42	0.18	0.05	1.35
13632	-0.60	-25.10	-6.01	0.20	0.04	1.40
13651	-0.37	-15.82	-10.93	0.16	0.01	1.43
13669	0.78	-12.42	-13.24	0.11	0.05	1.45
13687	-0.17	-12.18	-13.29	0.12	0.06	1.45
13706	-3.43	-10.74	-12.60	0.13	0.05	1.43
13725	-5.26	-7.80	-11.35	0.14	0.03	1.42
13744	-4.78	-4.64	-8.91	0.13	0.03	1.40
13763	-2.91	-2.82	-5.43	0.11	0.02	1.37
13781	-2.21	-1.27	0.09	0.14	0.04	1.39
13800	-2.70	0.89	3.07	0.16	0.04	1.39
13817	-3.80	7.34	9.03	0.15	0.04	1.39
13836	-4.64	13.17	13.85	0.13	0.03	1.42
13853	-3.80	16.60	16.54	0.12	0.02	1.42
13870	-3.13	17.61	17.82	0.12	0.03	1.41
13889	-3.48	20.39	20.68	0.14	0.04	1.41
13906	-5.45	26.40	23.36	0.14	0.04	1.40
13925	-7.17	31.27	24.32	0.10	0.02	1.39
13942	-6.00	31.40	23.48	0.07	-0.01	1.35
13960	-4.46	30.35	22.74	0.06	-0.02	1.33
13979	-1.36	27.94	21.33	0.06	-0.02	1.30
13997	0.35	27.13	19.10	0.08	-0.01	1.27
14014	0.32	29.11	15.35	0.10	0.00	1.22
14033	0.02	31.20	12.79	0.12	-0.02	1.17
14050	0.11	38.13	6.85	0.14	-0.02	1.14
14068	0.92	48.90	0.82	0.16	-0.03	1.06
14086	1.97	61.77	-5.34	0.15	-0.03	0.95
14104	2.40	68.19	-8.06	0.12	-0.04	0.83
14123	2.67	79.27	-12.57	0.11	-0.04	0.77
14141	2.76	88.15	-15.99	0.09	-0.04	0.64
14159	1.97	95.76	-18.55	0.08	-0.04	0.54
14178	0.61	103.91	-20.78	0.08	-0.03	0.46
14196	-0.32	108.06	-21.33	0.06	-0.03	0.37
14215	-1.91	114.56	-21.24	0.04	-0.04	0.34
14234	-3.39	118.59	-19.59	0.04	-0.03	0.29
14252	-4.73	123.09	-17.00	0.05	-0.03	0.27
14272	-5.46	129.65	-14.60	0.07	-0.04	0.28
14290	-6.00	137.59	-11.90	0.05	-0.03	0.31
14309	-8.12	138.38	-6.96	-0.10	0.01	0.37
14327	-10.76	131.65	-1.94	-0.20	0.03	0.42
14346	-14.62	98.51	12.21	-0.45	-0.03	0.58
14366	-9.60	40.95	26.12	-0.52	-0.09	0.76
14384	-1.33	-17.93	35.02	-0.44	-0.07	0.92
14404	4.52	-63.69	39.34	-0.26	-0.04	1.06
14422	5.66	-85.24	37.90	-0.02	0.01	1.14
14442	3.77	-78.03	31.86	0.20	0.01	1.17
14459	2.53	-65.29	27.59	0.26	0.00	1.16
14477	0.66	-33.19	18.78	0.23	-0.02	1.06
14496	-0.52	-9.98	12.30	0.08	-0.03	0.95
14514	-1.36	-5.97	6.76	-0.11	-0.04	0.84
