Time	Gx	Gy	Gz	Ax	Ay	Az
25590	-32.41	35.63	-28.72	-0.05	-0.03	0.12
25609	-22.52	27.11	-23.54	-0.07	-0.02	0.17
25628	-12.95	14.27	-15.46	-0.10	0.00	0.24
25647	-9.08	5.75	-10.91	-0.10	0.03	0.28
25665	-3.13	-9.52	-2.98	-0.09	0.04	0.31
25684	2.41	-28.56	6.12	-0.08	0.03	0.39
25702	9.32	-36.56	15.35	-0.06	0.03	0.45
25720	17.35	-48.40	20.13	-0.01	0.01	0.51
25739	26.63	-53.19	20.71	0.04	0.03	0.59
25756	30.32	-53.34	22.29	0.06	0.07	0.62
25774	32.36	-50.34	27.44	0.08	0.13	0.69
25791	30.87	-43.47	26.89	0.22	0.11	0.87
25810	31.56	-35.87	23.83	0.20	0.12	0.99
25827	33.11	-23.24	21.29	0.18	0.18	1.02
25845	24.75	-14.01	23.44	0.20	0.27	1.14
25862	13.03	-5.97	19.70	0.15	0.23	1.26
25880	8.13	-5.40	16.31	0.12	0.22	1.31
25898	2.03	-7.39	12.83	0.17	0.18	1.37
25915	-0.23	-2.24	15.05	0.20	0.16	1.38
25933	0.95	3.95	18.16	0.20	0.12	1.42
25951	2.33	6.52	19.00	0.18	0.14	1.44
25968	0.72	7.35	21.01	0.14	0.20	1.46
25985	-6.00	6.20	22.84	0.15	0.21	1.57
26003	-8.65	4.32	23.32	0.13	0.20	1.70
26021	-11.63	-2.67	23.82	0.17	0.20	1.73
26039	-13.32	-3.02	22.96	0.22	0.16	1.70
26057	-10.82	0.03	20.39	0.18	0.13	1.72
26075	-5.98	-4.47	17.43	0.10	0.09	1.74
26093	-1.66	-10.59	16.02	0.09	0.06	1.71
26111	10.73	-22.35	12.15	0.14	0.02	1.66
26131	24.05	-24.84	7.20	0.21	0.04	1.60
26148	33.46	-20.40	2.17	0.22	0.10	1.56
26167	35.81	-13.84	-1.19	0.25	0.16	1.52
26185	34.23	-8.80	-2.40	0.30	0.23	1.48
26203	25.79	5.62	-4.61	0.30	0.26	1.47
26222	11.54	19.91	-6.94	0.24	0.28	1.45
26239	-1.16	28.14	-8.21	0.19	0.22	1.44
26259	-6.30	31.71	-8.27	0.15	0.17	1.40
26277	-7.08	32.52	-7.54	0.07	0.13	1.36
26295	-4.96	27.94	-3.97	0.03	0.12	1.34
26314	1.22	15.37	2.62	-0.02	0.09	1.30
26332	10.47	0.49	10.82	-0.02	0.07	1.23
26349	19.61	-12.25	19.01	-0.01	0.09	1.16
26369	23.32	-17.47	23.09	0.01	0.11	1.11
26386	28.90	-25.07	30.41	0.03	0.11	1.08
26405	32.07	-28.50	36.53	0.04	0.15	1.02
26423	31.20	-28.78	41.78	0.08	0.18	0.97
26441	27.34	-21.22	44.60	0.15	0.19	0.90
26460	25.18	-14.85	44.42	0.14	0.20	0.84
26477	20.37	-1.82	41.14	0.14	0.21	0.80
26495	14.24	9.05	33.75	0.11	0.21	0.74
26513	7.78	17.55	23.13	0.10	0.22	0.68
26531	4.12	21.38	16.85	0.07	0.24	0.62
26549	-4.94	25.86	2.98	0.06	0.24	0.58
26567	-15.85	26.76	-11.61	0.06	0.24	0.49
26585	-26.05	29.68	-25.51	0.10	0.21	0.38
26604	-35.66	38.45	-37.31	0.11	0.18	0.26
26622	-40.05	43.95	-41.95	0.09	0.13	0.18
26642	-45.12	51.28	-48.34	0.08	0.10	0.14
26660	-45.78	53.53	-52.08	0.04	0.06	0.07
26678	-43.03	51.80	-53.80	-0.01	0.03	0.02
26697	-39.73	45.99	-52.31	-0.03	0.02	0.01
26716	-34.61	41.69	-47.74	-0.05	0.01	0.03
