Time	Gx	Gy	Gz	Ax	Ay	Az	Clean	Deadlift	Squat	Rest	RowLeft	RowRight	Swing		
51581	-17	215	23	0.41	-0.06	1.22	0.00	0.00	0.00	0.00	0.00	0.00	1.00
51623	-9	331	28	0.28	-0.08	1.55	0.00	0.00	0.00	0.00	0.00	0.00	1.00
51664	5	372	14	0.17	-0.11	1.95	0.00	0.00	0.00	0.00	0.00	0.00	1.00
51705	3	344	4	0.02	-0.08	2.29	0.00	0.00	0.00	0.00	0.00	0.00	1.00
51745	-12	291	-0	0.12	-0.09	2.84	0.00	0.00	0.00	0.00	0.00	0.00	1.00
51787	-18	276	5	0.30	-0.15	3.18	0.00	0.00	0.00	0.00	0.00	0.00	1.00
51828	6	314	13	0.36	-0.16	3.41	0.00	0.00	0.00	0.00	0.00	0.00	1.00
51869	13	349	12	0.32	-0.06	3.33	0.00	0.00	0.00	0.00	0.00	0.00	1.00
51910	8	358	-9	0.22	-0.03	3.08	0.00	0.00	0.00	0.00	0.00	0.00	1.00
51951	3	360	4	0.27	0.05	2.71	0.00	0.00	0.00	0.00	0.00	0.00	1.00
51992	7	374	46	0.37	0.03	2.37	0.00	0.00	0.00	0.00	0.00	0.00	1.00
52031	32	394	96	0.26	0.01	1.97	0.00	0.00	0.00	0.00	0.00	0.00	1.00
52070	62	366	113	-0.02	0.04	1.24	0.00	0.00	0.00	0.00	0.00	0.00	1.00
52109	45	254	57	-0.22	0.08	0.79	0.00	0.00	0.00	0.00	0.00	0.00	1.00
52149	12	131	-27	-0.19	0.04	0.56	0.00	0.00	0.00	0.00	0.00	0.00	1.00
52189	-16	11	-81	-0.29	0.05	0.49	0.00	0.00	0.00	0.00	0.00	0.00	1.00
52229	-38	-161	-68	-0.50	0.05	0.61	0.00	0.00	0.00	0.00	0.00	0.00	1.00
52269	-48	-418	3	-0.66	0.03	0.86	0.00	0.00	0.00	0.00	0.00	0.00	1.00
52309	-55	-500	65	-0.52	-0.04	1.55	0.00	0.00	0.00	0.00	0.00	0.00	1.00
52351	-73	-500	60	0.41	0.11	2.94	0.00	0.00	0.00	0.00	0.00	0.00	1.00
52390	-100	-500	8	1.25	0.05	3.99	0.00	0.00	0.00	0.00	0.00	0.00	1.00
52431	-96	-208	-17	1.08	-0.19	3.45	0.00	0.00	0.00	0.00	0.00	0.00	1.00
52472	-45	-143	-50	-0.39	-0.23	3.80	0.00	0.00	0.00	0.00	0.00	0.00	1.00
52513	-9	-417	-67	-0.22	-0.11	2.78	0.00	0.00	0.00	0.00	0.00	0.00	1.00
52554	-3	-500	-78	0.02	-0.08	2.39	0.00	0.00	0.00	0.00	0.00	0.00	1.00
52594	4	-500	-78	0.33	-0.14	2.29	0.00	0.00	0.00	0.00	0.00	0.00	1.00
52635	23	-410	-49	0.41	-0.09	1.86	0.00	0.00	0.00	0.00	0.00	0.00	1.00
52675	31	-306	-15	0.22	-0.05	1.39	0.00	0.00	0.00	0.00	0.00	0.00	1.00
52715	35	-263	18	0.05	-0.00	0.89	0.00	0.00	0.00	0.00	0.00	0.00	1.00
52756	22	-257	37	-0.03	0.01	0.51	0.00	0.00	0.00	0.00	0.00	0.00	1.00
52795	16	-250	41	-0.01	-0.02	0.33	0.00	0.00	0.00	0.00	0.00	0.00	1.00
52836	11	-225	41	-0.04	-0.01	0.20	0.00	0.00	0.00	0.00	0.00	0.00	1.00
52877	7	-196	38	-0.12	-0.02	-0.04	0.00	0.00	0.00	0.00	0.00	0.00	1.00
52918	2	-163	26	-0.18	-0.01	-0.22	0.00	0.00	0.00	0.00	0.00	0.00	1.00
52959	-1	-134	15	-0.29	-0.03	-0.42	0.00	0.00	0.00	0.00	0.00	0.00	1.00
53000	2	-120	2	-0.34	-0.02	-0.54	0.00	0.00	0.00	0.00	0.00	0.00	1.00
53041	-2	-95	1	-0.45	-0.06	-0.64	0.00	0.00	0.00	0.00	0.00	0.00	1.00
53082	1	-77	-12	-0.47	-0.05	-0.69	0.00	0.00	0.00	0.00	0.00	0.00	1.00
53123	5	-55	-17	-0.51	-0.07	-0.67	0.00	0.00	0.00	0.00	0.00	0.00	1.00
53165	7	-33	-7	-0.51	-0.07	-0.64	0.00	0.00	0.00	0.00	0.00	0.00	1.00
53206	7	-2	4	-0.48	-0.09	-0.62	0.00	0.00	0.00	0.00	0.00	0.00	1.00
53247	6	38	13	-0.44	-0.06	-0.58	0.00	0.00	0.00	0.00	0.00	0.00	1.00
53287	5	80	12	-0.39	-0.08	-0.49	0.00	0.00	0.00	0.00	0.00	0.00	1.00
53327	7	116	13	-0.29	-0.06	-0.39	0.00	0.00	0.00	0.00	0.00	0.00	1.00
53368	4	144	12	-0.22	-0.07	-0.27	0.00	0.00	0.00	0.00	0.00	0.00	1.00
53408	6	167	24	-0.08	-0.06	-0.12	0.00	0.00	0.00	0.00	0.00	0.00	1.00
53449	14	205	29	0.03	-0.08	0.02	0.00	0.00	0.00	0.00	0.00	0.00	1.00
53488	17	262	30	0.18	-0.08	0.22	0.00	0.00	0.00	0.00	0.00	0.00	1.00
53527	25	346	20	0.30	-0.12	0.40	0.00	0.00	0.00	0.00	0.00	0.00	1.00
53566	48	434	0	0.31	-0.15	0.79	0.00	0.00	0.00	0.00	0.00	0.00	1.00
53606	52	469	-21	0.21	-0.13	1.28	0.00	0.00	0.00	0.00	0.00	0.00	1.00
53645	66	455	-54	0.09	-0.11	1.75	0.00	0.00	0.00	0.00	0.00	0.00	1.00
53686	40	391	-90	0.09	-0.04	2.05	0.00	0.00	0.00	0.00	0.00	0.00	1.00
53725	-4	328	-106	0.08	-0.00	2.32	0.00	0.00	0.00	0.00	0.00	0.00	1.00
53766	-39	289	-81	0.35	-0.09	2.77	0.00	0.00	0.00	0.00	0.00	0.00	1.00
53806	-36	323	-19	0.56	-0.05	3.25	0.00	0.00	0.00	0.00	0.00	0.00	1.00
53847	-17	415	68	0.50	-0.00	3.44	0.00	0.00	0.00	0.00	0.00	0.00	1.00
53887	6	392	72	0.18	-0.01	3.59	0.00	0.00	0.00	0.00	0.00	0.00	1.00
53926	14	323	42	0.18	0.04	3.25	0.00	0.00	0.00	0.00	0.00	0.00	1.00
53965	14	297	-40	0.43	-0.05	2.96	0.00	0.00	0.00	0.00	0.00	0.00	1.00
54005	-4	366	-72	0.60	0.08	2.62	0.00	0.00	0.00	0.00	0.00	0.00	1.00
54045	-15	429	16	0.33	0.02	2.25	0.00	0.00	0.00	0.00	0.00	0.00	1.00
54085	15	359	88	-0.04	-0.01	1.51	0.00	0.00	0.00	0.00	0.00	0.00	1.00
54125	28	242	76	-0.14	0.06	0.92	0.00	0.00	0.00	0.00	0.00	0.00	1.00
54164	1	138	13	-0.15	0.08	0.64	0.00	0.00	0.00	0.00	0.00	0.00	1.00
54202	-33	16	-38	-0.31	0.08	0.61	0.00	0.00	0.00	0.00	0.00	0.00	1.00
54243	-52	-164	-38	-0.44	0.03	0.69	0.00	0.00	0.00	0.00	0.00	0.00	1.00
54284	-31	-370	18	-0.48	0.02	1.01	0.00	0.00	0.00	0.00	0.00	0.00	1.00
54325	-24	-500	68	-0.33	0.01	1.76	0.00	0.00	0.00	0.00	0.00	0.00	1.00
54364	-40	-500	45	0.29	0.26	3.12	0.00	0.00	0.00	0.00	0.00	0.00	1.00
54403	-52	-497	-11	1.28	0.14	3.92	0.00	0.00	0.00	0.00	0.00	0.00	1.00
54443	-33	-244	-60	0.74	0.01	3.54	0.00	0.00	0.00	0.00	0.00	0.00	1.00
54484	-46	-212	-62	-0.07	0.01	3.51	0.00	0.00	0.00	0.00	0.00	0.00	1.00
54524	-15	-404	-37	-0.17	-0.16	2.78	0.00	0.00	0.00	0.00	0.00	0.00	1.00
54566	22	-500	-6	0.08	-0.11	2.46	0.00	0.00	0.00	0.00	0.00	0.00	1.00
54607	6	-500	-8	0.36	-0.04	2.27	0.00	0.00	0.00	0.00	0.00	0.00	1.00
54647	-10	-414	-5	0.40	-0.09	1.91	0.00	0.00	0.00	0.00	0.00	0.00	1.00
54687	2	-320	11	0.31	-0.06	1.41	0.00	0.00	0.00	0.00	0.00	0.00	1.00
54727	14	-267	23	0.12	0.00	0.98	0.00	0.00	0.00	0.00	0.00	0.00	1.00
54766	19	-263	32	0.01	0.01	0.58	0.00	0.00	0.00	0.00	0.00	0.00	1.00
54805	22	-265	33	-0.02	0.03	0.31	0.00	0.00	0.00	0.00	0.00	0.00	1.00
54843	14	-259	31	-0.02	0.00	0.20	0.00	0.00	0.00	0.00	0.00	0.00	1.00
54884	8	-224	21	-0.01	-0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
54924	7	-182	9	-0.14	-0.02	-0.16	0.00	0.00	0.00	0.00	0.00	0.00	1.00
54964	2	-146	9	-0.23	-0.06	-0.35	0.00	0.00	0.00	0.00	0.00	0.00	1.00
55006	8	-122	11	-0.32	-0.08	-0.49	0.00	0.00	0.00	0.00	0.00	0.00	1.00
55045	14	-101	11	-0.37	-0.06	-0.60	0.00	0.00	0.00	0.00	0.00	0.00	1.00
55087	8	-63	12	-0.41	-0.07	-0.69	0.00	0.00	0.00	0.00	0.00	0.00	1.00
55126	3	-25	17	-0.45	-0.09	-0.71	0.00	0.00	0.00	0.00	0.00	0.00	1.00
55167	3	8	24	-0.51	-0.10	-0.75	0.00	0.00	0.00	0.00	0.00	0.00	1.00
55208	4	22	16	-0.44	-0.08	-0.74	0.00	0.00	0.00	0.00	0.00	0.00	1.00
55248	-3	46	0	-0.42	-0.09	-0.70	0.00	0.00	0.00	0.00	0.00	0.00	1.00
55289	-4	64	-0	-0.34	-0.08	-0.60	0.00	0.00	0.00	0.00	0.00	0.00	1.00
55331	-10	89	-8	-0.30	-0.08	-0.54	0.00	0.00	0.00	0.00	0.00	0.00	1.00
55372	-9	109	-16	-0.23	-0.08	-0.42	0.00	0.00	0.00	0.00	0.00	0.00	1.00
55413	-4	139	-31	-0.14	-0.08	-0.31	0.00	0.00	0.00	0.00	0.00	0.00	1.00
55455	-7	167	-42	-0.07	-0.04	-0.17	0.00	0.00	0.00	0.00	0.00	0.00	1.00
55497	-17	203	-38	0.05	-0.06	-0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
55537	-16	249	-21	0.12	-0.10	0.20	0.00	0.00	0.00	0.00	0.00	0.00	1.00
55577	-1	302	1	0.19	-0.12	0.40	0.00	0.00	0.00	0.00	0.00	0.00	1.00
55617	14	348	20	0.18	-0.11	0.74	0.00	0.00	0.00	0.00	0.00	0.00	1.00
55656	27	365	25	0.15	-0.12	1.07	0.00	0.00	0.00	0.00	0.00	0.00	1.00
55696	24	357	14	0.17	-0.08	1.57	0.00	0.00	0.00	0.00	0.00	0.00	1.00
55735	8	339	-7	0.21	-0.10	1.94	0.00	0.00	0.00	0.00	0.00	0.00	1.00
55775	3	322	-13	0.24	-0.09	2.36	0.00	0.00	0.00	0.00	0.00	0.00	1.00
55816	-3	321	-24	0.36	-0.08	2.83	0.00	0.00	0.00	0.00	0.00	0.00	1.00
55856	12	352	-15	0.51	-0.09	3.24	0.00	0.00	0.00	0.00	0.00	0.00	1.00
55895	19	399	-9	0.45	0.05	3.47	0.00	0.00	0.00	0.00	0.00	0.00	1.00
55934	4	397	-7	0.35	0.11	3.68	0.00	0.00	0.00	0.00	0.00	0.00	1.00
55973	-1	358	9	0.32	0.13	3.61	0.00	0.00	0.00	0.00	0.00	0.00	1.00
56013	9	316	3	0.29	0.13	3.16	0.00	0.00	0.00	0.00	0.00	0.00	1.00
56052	19	325	-22	0.53	0.09	2.76	0.00	0.00	0.00	0.00	0.00	0.00	1.00
56091	70	416	-69	0.62	-0.03	2.32	0.00	0.00	0.00	0.00	0.00	0.00	1.00
56132	72	421	-46	0.14	0.23	1.87	0.00	0.00	0.00	0.00	0.00	0.00	1.00
56170	26	330	16	-0.03	0.20	1.18	0.00	0.00	0.00	0.00	0.00	0.00	1.00
56210	5	246	30	-0.04	0.07	0.74	0.00	0.00	0.00	0.00	0.00	0.00	1.00
56249	17	138	33	-0.24	0.05	0.57	0.00	0.00	0.00	0.00	0.00	0.00	1.00
56289	3	-32	36	-0.40	0.12	0.51	0.00	0.00	0.00	0.00	0.00	0.00	1.00
56330	-37	-238	21	-0.52	0.14	0.51	0.00	0.00	0.00	0.00	0.00	0.00	1.00
56370	-75	-477	52	-0.70	0.06	0.69	0.00	0.00	0.00	0.00	0.00	0.00	1.00
56410	-77	-500	67	-0.37	-0.09	1.25	0.00	0.00	0.00	0.00	0.00	0.00	1.00
56450	-46	-500	56	0.41	-0.23	2.88	0.00	0.00	0.00	0.00	0.00	0.00	1.00
56491	-41	-500	46	1.51	-0.03	3.99	0.00	0.00	0.00	0.00	0.00	0.00	1.00
56531	-22	-156	80	1.15	-0.12	2.51	0.00	0.00	0.00	0.00	0.00	0.00	1.00
56571	-35	-20	72	-0.18	0.15	3.23	0.00	0.00	0.00	0.00	0.00	0.00	1.00
56612	-74	-233	41	-0.02	0.17	2.52	0.00	0.00	0.00	0.00	0.00	0.00	1.00
56652	-79	-313	35	0.07	0.15	2.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
56692	-70	-371	20	0.13	0.10	1.84	0.00	0.00	0.00	0.00	0.00	0.00	1.00
56733	-55	-340	-33	0.35	0.09	1.59	0.00	0.00	0.00	0.00	0.00	0.00	1.00
56773	-37	-267	-76	0.30	0.07	1.30	0.00	0.00	0.00	0.00	0.00	0.00	1.00
56812	-24	-206	-92	0.24	0.04	0.94	0.00	0.00	0.00	0.00	0.00	0.00	1.00
56852	-8	-162	-73	0.16	0.00	0.64	0.00	0.00	0.00	0.00	0.00	0.00	1.00
56892	10	-144	-28	0.09	-0.02	0.33	0.00	0.00	0.00	0.00	0.00	0.00	1.00
56933	15	-134	18	0.06	0.01	0.17	0.00	0.00	0.00	0.00	0.00	0.00	1.00
56972	-0	-132	46	0.08	0.05	0.01	0.00	0.00	0.00	0.00	0.00	0.00	1.00
57012	-14	-121	60	0.08	-0.02	-0.16	0.00	0.00	0.00	0.00	0.00	0.00	1.00
57053	-18	-97	63	0.09	-0.02	-0.34	0.00	0.00	0.00	0.00	0.00	0.00	1.00
57094	-23	-66	37	0.08	-0.04	-0.47	0.00	0.00	0.00	0.00	0.00	0.00	1.00
57135	-23	-42	6	0.08	-0.05	-0.57	0.00	0.00	0.00	0.00	0.00	0.00	1.00
57176	-16	-5	-15	0.11	-0.05	-0.65	0.00	0.00	0.00	0.00	0.00	0.00	1.00
57216	-4	29	-33	0.09	-0.07	-0.67	0.00	0.00	0.00	0.00	0.00	0.00	1.00
57258	4	62	-47	0.13	-0.04	-0.68	0.00	0.00	0.00	0.00	0.00	0.00	1.00
57297	3	91	-46	0.08	-0.05	-0.63	0.00	0.00	0.00	0.00	0.00	0.00	1.00
57338	9	104	-21	0.09	-0.04	-0.58	0.00	0.00	0.00	0.00	0.00	0.00	1.00
57377	3	122	-13	0.06	-0.04	-0.49	0.00	0.00	0.00	0.00	0.00	0.00	1.00
57417	-1	121	-10	-0.00	-0.05	-0.39	0.00	0.00	0.00	0.00	0.00	0.00	1.00
57459	-6	98	0	-0.06	-0.06	-0.20	0.00	0.00	0.00	0.00	0.00	0.00	1.00
57499	-9	66	6	-0.13	-0.06	-0.03	0.00	0.00	0.00	0.00	0.00	0.00	1.00
57540	-12	8	12	-0.21	-0.05	0.26	0.00	0.00	0.00	0.00	0.00	0.00	1.00
57580	-16	-39	30	-0.04	-0.08	0.65	0.00	0.00	0.00	0.00	0.00	0.00	1.00
57621	-6	-1	51	0.30	-0.09	1.09	0.00	0.00	0.00	0.00	0.00	0.00	1.00
57662	17	165	60	0.58	-0.10	1.28	0.00	0.00	0.00	0.00	0.00	0.00	1.00
57702	48	352	43	0.51	-0.17	1.44	0.00	0.00	0.00	0.00	0.00	0.00	1.00
57740	71	437	-3	0.15	-0.11	2.08	0.00	0.00	0.00	0.00	0.00	0.00	1.00
57781	43	409	-25	0.16	-0.09	2.65	0.00	0.00	0.00	0.00	0.00	0.00	1.00
57820	15	370	-23	0.09	-0.12	3.13	0.00	0.00	0.00	0.00	0.00	0.00	1.00
57861	12	347	20	0.44	-0.21	3.61	0.00	0.00	0.00	0.00	0.00	0.00	1.00
57900	46	388	85	0.32	-0.22	3.89	0.00	0.00	0.00	0.00	0.00	0.00	1.00
57940	66	389	109	0.35	-0.17	3.78	0.00	0.00	0.00	0.00	0.00	0.00	1.00
57979	85	379	92	0.21	-0.15	3.40	0.00	0.00	0.00	0.00	0.00	0.00	1.00
58017	104	348	52	0.23	-0.10	2.99	0.00	0.00	0.00	0.00	0.00	0.00	1.00
58056	76	368	-25	0.51	0.01	2.61	0.00	0.00	0.00	0.00	0.00	0.00	1.00
58096	25	432	-41	0.34	-0.06	2.24	0.01	0.00	0.00	0.00	0.00	0.00	0.99
58136	20	395	-14	0.01	-0.11	1.47	0.00	0.00	0.00	0.00	0.00	0.00	1.00
58176	23	285	12	-0.14	0.00	0.85	0.00	0.00	0.00	0.00	0.00	0.00	1.00
58216	-11	177	-8	-0.13	0.01	0.57	0.00	0.00	0.00	0.00	0.00	0.00	1.00
58257	-38	60	-29	-0.28	0.01	0.51	0.00	0.00	0.00	0.00	0.00	0.00	1.00
58298	-48	-114	-35	-0.48	-0.02	0.48	0.00	0.00	0.00	0.00	0.00	0.00	1.00
58339	-41	-342	-25	-0.57	0.01	0.59	0.00	0.00	0.00	0.00	0.00	0.00	1.00
58381	-30	-500	0	-0.66	0.01	1.02	0.00	0.00	0.00	0.00	0.00	0.00	1.00
58421	-51	-500	4	-0.17	0.29	1.95	0.00	0.00	0.00	0.00	0.00	0.00	1.00
58461	-91	-500	-15	0.97	0.40	3.90	0.00	0.00	0.00	0.00	0.00	0.00	1.00
58503	-129	-457	-144	1.09	-0.16	2.83	0.00	0.00	0.00	0.00	0.00	0.00	1.00
58544	-97	-148	-179	0.40	-0.34	2.55	0.00	0.00	0.00	0.00	0.00	0.00	1.00
58585	21	-190	-175	-0.22	-0.32	2.51	0.00	0.00	0.00	0.00	0.00	0.00	1.00
58626	107	-321	-103	-0.03	-0.27	1.87	0.00	0.00	0.00	0.00	0.00	0.00	1.00
58667	131	-374	-31	0.10	-0.11	1.67	0.00	0.00	0.00	0.00	0.00	0.00	1.00
58707	97	-356	43	0.25	-0.02	1.33	0.00	0.00	0.00	0.00	0.00	0.00	1.00
58747	54	-286	91	0.26	-0.02	0.98	0.00	0.00	0.00	0.00	0.00	0.00	1.00
58787	34	-220	99	0.19	-0.03	0.70	0.00	0.00	0.00	0.00	0.00	0.00	1.00
58826	26	-181	85	0.11	0.00	0.40	0.00	0.00	0.00	0.00	0.00	0.00	1.00
58865	18	-137	53	0.11	0.01	0.20	0.00	0.00	0.00	0.00	0.00	0.00	1.00
58905	15	-95	20	0.07	-0.06	0.07	0.00	0.00	0.00	0.00	0.00	0.00	1.00
58945	21	-61	2	0.06	-0.07	-0.03	0.00	0.00	0.00	0.00	0.00	0.00	1.00
58986	18	-29	-6	0.06	-0.07	-0.11	0.00	0.00	0.00	0.00	0.00	0.00	1.00
59027	9	-0	-8	0.04	-0.08	-0.16	0.00	0.00	0.00	0.00	0.00	0.00	1.00
59066	1	19	-3	0.02	-0.10	-0.22	0.00	0.00	0.00	0.00	0.00	0.00	1.00
59107	1	36	10	0.05	-0.10	-0.23	0.00	0.00	0.00	0.00	0.00	0.00	1.00
59146	-0	67	24	0.08	-0.10	-0.16	0.00	0.00	0.00	0.00	0.00	0.00	1.00
59187	-0	100	27	0.07	-0.10	-0.09	0.00	0.00	0.00	0.00	0.00	0.00	1.00
59227	4	126	22	0.07	-0.10	0.01	0.00	0.00	0.00	0.00	0.00	0.00	1.00
59266	9	153	10	0.10	-0.12	0.21	0.00	0.00	0.00	0.00	0.00	0.00	1.00
59306	12	184	-6	0.13	-0.11	0.44	0.00	0.00	0.00	0.00	0.00	0.00	1.00
59345	3	220	-20	0.17	-0.08	0.71	0.00	0.00	0.00	0.00	0.00	0.00	1.00
59385	-14	257	-30	0.20	-0.07	1.05	0.00	0.00	0.00	0.00	0.00	0.00	1.00
59426	-22	287	-27	0.21	-0.09	1.46	0.00	0.00	0.00	0.00	0.00	0.00	1.00
59466	-5	302	-17	0.19	-0.10	1.73	0.00	0.00	0.00	0.00	0.00	0.00	1.00
59507	1	303	-10	0.17	-0.06	2.04	0.00	0.00	0.00	0.00	0.00	0.00	1.00
59547	4	278	7	0.13	-0.08	2.35	0.00	0.00	0.00	0.00	0.00	0.00	1.00
59585	1	258	14	0.23	-0.03	2.66	0.00	0.00	0.00	0.00	0.00	0.00	1.00
59625	-2	266	9	0.30	-0.03	2.83	0.00	0.00	0.00	0.00	0.00	0.00	1.00
59666	15	287	4	0.27	-0.03	2.75	0.00	0.00	0.00	0.00	0.00	0.00	1.00
59705	20	285	-10	0.24	0.05	2.65	0.00	0.00	0.00	0.00	0.00	0.00	1.00
59746	15	310	-46	0.37	0.06	2.36	0.00	0.00	0.00	0.00	0.00	0.00	1.00
59786	22	346	-62	0.27	0.07	2.02	0.00	0.00	0.00	0.00	0.00	0.00	1.00
59827	24	328	-40	0.11	0.10	1.64	0.00	0.00	0.00	0.00	0.00	0.00	1.00
59865	23	279	14	0.01	0.08	1.14	0.00	0.00	0.00	0.00	0.00	0.00	1.00
59904	21	226	45	-0.14	0.05	0.83	0.00	0.00	0.00	0.00	0.00	0.00	1.00
59944	10	120	55	-0.23	0.03	0.70	0.00	0.00	0.00	0.00	0.00	0.00	1.00
59983	-4	-12	29	-0.28	-0.01	0.61	0.00	0.00	0.00	0.00	0.00	0.00	1.00
60024	-19	-139	-2	-0.29	0.01	0.63	0.00	0.00	0.00	0.00	0.00	0.00	1.00
60065	-36	-294	-1	-0.44	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
60106	-39	-481	34	-0.26	-0.08	1.48	0.00	0.00	0.00	0.00	0.00	0.00	1.00
60147	-14	-500	49	0.40	-0.03	2.36	0.00	0.00	0.00	0.00	0.00	0.00	1.00
60186	-1	-499	41	0.71	0.09	3.28	0.00	0.00	0.00	0.00	0.00	0.00	1.00
60227	-17	-241	-23	0.87	0.04	2.33	0.00	0.00	0.00	0.00	0.00	0.00	1.00
60268	-26	-103	-38	0.12	0.07	2.39	0.00	0.00	0.00	0.00	0.00	0.00	1.00
60308	-28	-229	-24	-0.18	0.02	2.01	0.00	0.00	0.00	0.00	0.00	0.00	1.00
60349	-9	-347	2	-0.05	-0.04	1.61	0.00	0.00	0.00	0.00	0.00	0.00	1.00
60390	-3	-397	10	0.10	-0.02	1.52	0.00	0.00	0.00	0.00	0.00	0.00	1.00
60431	-8	-356	12	0.34	-0.02	1.29	0.00	0.00	0.00	0.00	0.00	0.00	1.00
60470	-15	-255	13	0.35	-0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
60511	-10	-170	7	0.24	-0.03	0.77	0.00	0.00	0.00	0.00	0.00	0.00	1.00
60550	-4	-117	-1	0.17	0.01	0.51	0.00	0.00	0.00	0.00	0.00	0.00	1.00
60590	-2	-82	-4	0.11	0.01	0.30	0.00	0.00	0.00	0.00	0.00	0.00	1.00
60631	1	-61	2	0.05	-0.00	0.14	0.00	0.00	0.00	0.00	0.00	0.00	1.00
60671	6	-50	11	0.03	-0.03	0.01	0.00	0.00	0.00	0.00	0.00	0.00	1.00
60711	10	-43	16	0.01	-0.02	-0.07	0.00	0.00	0.00	0.00	0.00	0.00	1.00
60752	11	-33	22	0.01	-0.03	-0.11	0.00	0.00	0.00	0.00	0.00	0.00	1.00
60792	9	-20	24	0.02	-0.02	-0.10	0.00	0.00	0.00	0.00	0.00	0.00	1.00
60833	4	3	27	0.06	-0.03	-0.04	0.00	0.00	0.00	0.00	0.00	0.00	1.00
60873	3	44	25	0.12	-0.03	0.07	0.00	0.00	0.00	0.00	0.00	0.00	1.00
60911	4	85	21	0.16	-0.05	0.21	0.00	0.00	0.00	0.00	0.00	0.00	1.00
60950	9	142	13	0.19	-0.05	0.33	0.00	0.00	0.00	0.00	0.00	0.00	1.00
60990	9	209	3	0.25	-0.07	0.58	0.00	0.00	0.00	0.00	0.00	0.00	1.00
61030	14	270	-13	0.25	-0.08	0.83	0.00	0.00	0.00	0.00	0.00	0.00	1.00
61069	23	317	-33	0.22	-0.08	1.13	0.00	0.00	0.00	0.00	0.00	0.00	1.00
61109	18	308	-46	0.09	-0.05	1.66	0.00	0.00	0.00	0.00	0.00	0.00	1.00
61150	-6	274	-41	0.19	-0.07	1.90	0.00	0.00	0.00	0.00	0.00	0.00	1.00
61190	-11	255	-28	0.18	-0.11	2.20	0.00	0.00	0.00	0.00	0.00	0.00	1.00
61230	3	236	-17	0.27	-0.12	2.51	0.00	0.00	0.00	0.00	0.00	0.00	1.00
61269	17	251	1	0.35	-0.07	2.71	0.00	0.00	0.00	0.00	0.00	0.00	1.00
61309	4	280	14	0.37	-0.02	2.70	0.00	0.00	0.00	0.00	0.00	0.00	1.00
61348	5	303	28	0.30	0.02	2.48	0.00	0.00	0.00	0.00	0.00	0.00	1.00
61387	9	309	38	0.31	0.05	2.26	0.00	0.00	0.00	0.00	0.00	0.00	1.00
61426	16	315	38	0.28	0.04	2.13	0.00	0.00	0.00	0.00	0.00	0.00	1.00
61466	35	313	29	0.34	-0.00	1.89	0.00	0.00	0.00	0.00	0.00	0.00	1.00
61505	59	320	14	0.24	0.05	1.55	0.00	0.00	0.00	0.00	0.00	0.00	1.00
61544	53	294	7	0.04	0.06	1.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
61583	29	202	12	-0.16	0.09	0.66	0.00	0.00	0.00	0.00	0.00	0.00	1.00
61622	5	82	7	-0.22	0.03	0.48	0.00	0.00	0.00	0.00	0.00	0.00	1.00
61662	-19	-54	0	-0.32	0.04	0.49	0.00	0.00	0.00	0.00	0.00	0.00	1.00
61701	-47	-201	7	-0.31	0.05	0.67	0.00	0.00	0.00	0.00	0.00	0.00	1.00
61741	-78	-371	38	-0.40	0.04	1.06	0.00	0.00	0.00	0.00	0.00	0.00	1.00
61780	-97	-500	61	-0.25	-0.03	1.80	0.00	0.00	0.00	0.00	0.00	0.00	1.00
61820	-86	-500	66	0.54	-0.02	2.99	0.00	0.00	0.00	0.00	0.00	0.00	1.00
61860	-61	-433	38	0.91	0.09	3.65	0.00	0.00	0.00	0.00	0.00	0.00	1.00
61899	-68	-252	2	0.82	0.09	3.15	0.00	0.00	0.00	0.00	0.00	0.00	1.00
61937	-60	-178	-28	0.07	0.06	3.13	0.00	0.00	0.00	0.00	0.00	0.00	1.00
61977	-65	-329	-6	-0.17	0.07	2.55	0.00	0.00	0.00	0.00	0.00	0.00	1.00
62017	-73	-469	-10	0.00	0.00	2.16	0.00	0.00	0.00	0.00	0.00	0.00	1.00
62056	-87	-470	-47	0.34	-0.06	1.85	0.00	0.00	0.00	0.00	0.00	0.00	1.00
62096	-63	-362	-67	0.41	-0.14	1.50	0.00	0.00	0.00	0.00	0.00	0.00	1.00
62136	-27	-247	-66	0.29	-0.07	1.06	0.00	0.00	0.00	0.00	0.00	0.00	1.00
62176	3	-182	-38	0.15	-0.02	0.77	0.00	0.00	0.00	0.00	0.00	0.00	1.00
62215	32	-151	12	0.13	0.00	0.44	0.00	0.00	0.00	0.00	0.00	0.00	1.00
62254	36	-122	24	0.09	-0.01	0.22	0.00	0.00	0.00	0.00	0.00	0.00	1.00
62293	28	-106	16	0.08	-0.02	0.08	0.00	0.00	0.00	0.00	0.00	0.00	1.00
62332	9	-87	-3	0.06	-0.02	-0.06	0.00	0.00	0.00	0.00	0.00	0.00	1.00
62371	-11	-81	-16	-0.01	-0.01	-0.20	0.00	0.00	0.00	0.00	0.00	0.00	1.00
